id,book_id,word_id,index_no,japanese,created_at,updated_at
1144,1,1144,1144,生産(高)、出力、排出(量),,
1145,1,1145,1145,(米国などの)議会、会議,,
1146,1,1146,1146,千年間、千年紀,,
1147,1,1147,1147,人類,,
1148,1,1148,1148,イスラム教徒,,
1149,1,1149,1149,(動産、不動産などの)財産、私有地,,
1150,1,1150,1150,地雷,,
1151,1,1151,1151,用心、警告,,
1152,1,1152,1152,論争,,
1153,1,1153,1153,総意、(意見の)一致,,
1154,1,1154,1154,小売り(⇔wholesale卸売り),,
1155,1,1155,1155,繊維(質)、本質、精神力,,
1156,1,1156,1156,(よい)香り、香水,,
1157,1,1157,1157,(水以外の)飲み物、 飲料,,
1158,1,1158,1158,栄養補助剤、サプリメント、補足,,
1159,1,1159,1159,糖尿病,,
1160,1,1160,1160,州、県、❲the ~s❳地方、分野,,
1161,1,1161,1161,(岩や砂の)礁、暗礁,,
1162,1,1162,1162,微生物、細菌,,
1163,1,1163,1163,過剰、超過,,
1164,1,1164,1164,美術館、画廊、観客、ギャラリー、回廊,,
1165,1,1165,1165,名声,,
1166,1,1166,1166,締め切り,,
1167,1,1167,1167,学部学生,,
1168,1,1168,1168,奴隷制度、苦役,,
1169,1,1169,1169,獲物、犠牲者,,
1170,1,1170,1170,散らかった状態[物]、混乱状態,,
1171,1,1171,1171,不況、後退,,
1172,1,1172,1172,後退、退却、(計画・決定などの)撤回,,
1173,1,1172,1172,墓、❲通例 the ~❳死,,
1174,1,1174,1174,コラム、(新聞などの)欄、円柱、縦(列),,
1175,1,1175,1175,(集合的に)景色、背景,,
1176,1,1176,1176,(小説などの)筋、陰謀,,
1177,1,1177,1177,彫刻(作品),,
1178,1,1178,1178,タブレット(型情報端末)、錠剤、平板,,
1179,1,1179,1179,密集した、密度の高い、(霧などが)濃い,,
1180,1,1180,1180,外来の、異国風の,,
1181,1,1181,1181,酸性の、酸っぱい、辛辣な,,
1182,1,1182,1182,苦い、つらい、辛辣な、怒りっぽい,,
1183,1,1183,1183,賢明な、実用的な、顕著な,,
1184,1,1184,1184,高貴な、堂々とした、高潔な,,
1185,1,1185,1185,漠然とした、あいまいな、おぼろげな,,
1186,1,1186,1186,(〜と)平行の(to)、類似した,,
1187,1,1187,1187,張り詰めた、緊張した,,
1188,1,1188,1188,垂直の(⇔horizontal 水平な)、縦方向の,,
1189,1,1189,1189,原産の、先住の、(その土地に)固有の,,
1190,1,1190,1190,アボリジニの、原生の、先住の,,
1191,1,1191,1191,季節の、季節的な,,
1192,1,1192,1192,豊富な、(〜に)富む(in),,
1193,1,1193,1193,ハイブリッドの、雑種の、混成の,,
1194,1,1194,1194,(〜にとって)無関係の(to)、見当違いの,,
1195,1,1195,1195,ばかげた、法外な,,
1196,1,1196,1196,妖精の(ような),,
1197,1,1197,1197,感覚の,,
1198,1,1198,1198,慢性の(⇔acute)、長引く、常習の,,
1199,1,1199,1199,自発的な(⇔compulsory)、無償の,,
1200,1,1200,1200,傾向がある、傾いた,,
1201,1,1201,1201,を推論する、推測する,,
1202,1,1202,1202,を尊敬する、を見なす,,
1203,1,1203,1203,に取り組む、と(〜のことで)話をつける(about / on),,
1204,1,1204,1204,危険を冒して進む、思い切ってする,,
1205,1,1205,1205,(を)加速させる、促進する、加速する,,
1206,1,1206,1206,(人)を慣れさせる,,
1207,1,1207,1207,をおもしろがらせる、を楽しませる,,
1208,1,1208,1208,繁栄する、繁茂する、を振りかざす,,
1209,1,1209,1209,繁栄する、うまくいく、繁茂する,,
1210,1,1210,1210,(を)クリックする、をカチッと鳴らす、カチッと音がする,,
1211,1,1210,1210,をはぐくむ、を養成する,,
1212,1,1212,1212,回転する、を回転させる、 (糸)を紡ぐ、,,
1213,1,1213,1213,を切り抜く、を(はさみで)切り取る、をクリップで留める,,
1214,1,1214,1214,を引きずる、ぐずぐずする,,
1215,1,1215,1215,を投じる、に役を当てる,,
1216,1,1216,1216,をまき散らす、分散する,,
1217,1,1217,1217,を(…する)気にさせる(to do)、を引きつける,,
1218,1,1218,1218,を引き出す、を撤回する、撤退する,,
1219,1,1219,1219,あくびをする,,
1220,1,1220,1220,まばたきする、点滅する、(目)をまたたく,,
1221,1,1221,1221,を染める、染まる,,
1222,1,1222,1222,をこぼす、こぼれる,,
1223,1,1223,1223,をいらいらさせる、をひりひりさせる,,
1224,1,1224,1224,を侮辱する(≒affront),,
1225,1,1225,1225,を施行[実施]する、を(…に)強制する(on / upon),,
1226,1,1226,1226,から(金品を)奪う,,
1227,1,1227,1227,(液体)を流出させる、(液体が)流れ出る,,
1228,1,1228,1228,を停職[停学、出場停止]にする、を一時的に中断する,,
1229,1,1229,1229,漂う、さまよう、を押し流す,,
1230,1,1230,1230,を許す、を免除する,,
1231,1,1231,1231,を修正する、を改訂する,,
1232,1,1232,1232,を募る、に新人を補充する,,
1233,1,1233,1233,をねじる、ひねる、を歪曲する,,
1234,1,1234,1234,を押しつぶす、を弾圧する、を絞り出す,,
1235,1,1235,1235,をピンで留める、を突き刺す,,
1236,1,1236,1236,を暴く(⇔conceal)、を発掘する,,
1237,1,1237,1237,を活用する、を搾取する、につけ込む,,
1238,1,1238,1238,を実行[実施]する,,
1239,1,1239,1239,を統合する、融合する,,
1240,1,1240,1240,を取り入れる、を法人にする、合併する,,
1241,1,1241,1241,人物の紹介、横顔、輪郭,,
1242,1,1242,1242,食欲、欲求,,
1243,1,1243,1243,衝動、刺激,,
1244,1,1244,1244,台本、筆跡,,
1245,1,1245,1245,(〜周年)記念日,,
1246,1,1246,1246,年金,,
1247,1,1247,1247,気質、気性、機嫌、かんしゃく,,
1248,1,1248,1248,皮質、樹皮,,
1249,1,1249,1249,症候群、〜現象,,
1250,1,1250,1250,(特定の目的の)部屋、議場、❲the ~❳議院,,
1251,1,1251,1251,公共事業、公共料金、実用性,,
1252,1,1252,1252,❲集合的に❳牛,,
1253,1,1253,1253,(牛の)群、群衆,,
1254,1,1254,1254,流動体、液体,,
1255,1,1255,1255,残念なこと、哀れみ,,
1256,1,1256,1256,聖職者,,
1257,1,1257,1257,知人、面識、知識,,
1258,1,1258,1258,子孫、子、成果,,
1259,1,1259,1259,飢饉、(食糧・物資の)ひどい不足,,
1260,1,1260,1260,森林伐採,,
1261,1,1261,1261,刑務所、拘置所(≒prison),,
1262,1,1262,1262,商品、有用なもの,,
1263,1,1263,1263,書式、形式、(本などの)型,,
1264,1,1264,1264,受け取る人、(臓器などの)被提供者,,
1265,1,1265,1265,訓練、(反復)練習、ドリル、錐,,
1266,1,1266,1266,無能、無力,,
1267,1,1267,1267,共和国、共和制,,
1268,1,1268,1268,戦闘、対立,,
1269,1,1269,1269,(破壊された跡の)残骸、瓦礫、がらくた,,
1270,1,1270,1270,病原菌(が起こす病気)、虫、盗聴器、(機械・プログラムの)欠陥,,
1271,1,1271,1271,わずか(≒bit)、一部、分数,,
1272,1,1272,1272,指標、索引、指数,,
1273,1,1273,1273,直観(力)、直感,,
1274,1,1274,1274,動機,,
1275,1,1275,1275,同意、承諾,,
1276,1,1276,1276,(社会の)階層制、❲the ~❳支配層,,
1277,1,1277,1277,記念碑、遺跡、金字塔,,
1278,1,1278,1278,❲通例~s❳資産、価値のあるもの、利点,,
1279,1,1279,1279,そこそこの、きちんとした、上品な,,
1280,1,1280,1280,有能な、適任の、満足できる,,
1281,1,1281,1281,単純な、率直な,,
1282,1,1282,1282,化粧の、美容の、うわべの,,
1283,1,1283,1283,繊細な、扱いにくい、もろい,,
1284,1,1284,1284,室内の、内部の(⇔exterior 外部の),,
1285,1,1285,1285,透明な、明快な,,
1286,1,1286,1286,美的な、美学の,,
1287,1,1287,1287,故意の、慎重な,,
1288,1,1288,1288,人口統計学の,,
1289,1,1289,1289,有史以前の、旧式な,,
1290,1,1290,1290,生まれながらの、固有の,,
1291,1,1291,1291,穏やかな、(程度が)軽い,,
1292,1,1292,1292,有毒な、中毒性の,,
1293,1,1293,1293,恥じて,,
1294,1,1294,1294,謙虚な、質素な、身分が低い,,
1295,1,1295,1295,特有の、特異な,,
1296,1,1296,1296,(傾斜が)急な、急激な、法外な,,
1297,1,1297,1297,ささいな、取るに足りない,,
1298,1,1298,1298,壮大な、見事な,,
1299,1,1299,1299,無線(電信)の、ラジオの,,
1300,1,1300,1300,継続している、進行中の,,
1301,1,1301,1301,に自信を持って言う、を保証する,,
1302,1,1302,1302,に先行する、に優先する,,
1303,1,1303,1303,を復活させる、復活する,,
1304,1,1304,1304,に強いる,,
1305,1,1305,1305,花が咲く(≒bloom)、発展する,,
1306,1,1306,1306,を怖がらせる、を脅かす,,
1307,1,1307,1307,を侵害する、(規則)を破る,,
1308,1,1308,1308,を抑える、を抑圧する,,
1309,1,1309,1309,をだます(≒take in),,
1310,1,1310,1310,を(巧みに)操る、を改ざんする,,
1311,1,1311,1311,飢える、(〜を)渇望する(for)、を飢えさせる,,
1312,1,1312,1312,(から)逃げる,,
1313,1,1313,1313,(と)ささやく,,
1314,1,1314,1314,叫ぶ、どなる,,
1315,1,1315,1315,を置く、を預ける、を堆積させる,,
1316,1,1316,1316,を限定する、❲通例受身形で❳閉じ込められる,,
1317,1,1317,1317,を揺らす、振る、揺れる、(行動に)さっと移る,,
1318,1,1318,1318,を長引かせる,,
1319,1,1319,1319,を描く,,
1320,1,1320,1320,の要点を述べる、の輪郭を描く,,
1321,1,1321,1321,を捨て去る、 (光など)を放つ、 (涙、血)を流す,,
1322,1,1322,1322,(光、音など)を出す、排出する、(信号を)送る,,
1323,1,1323,1323,を更新する、(資源)を再生する,,
1324,1,1324,1324,を利用する(≒make use of),,
1325,1,1325,1325,を主張する,,
1326,1,1326,1326,に負担をかける、を緊張させる、を漉す,,
1327,1,1327,1327,努力する、争う,,
1328,1,1328,1328,あえて[思い切って]…する,,
1329,1,1329,1329,を誇る、(を)自慢する,,
1330,1,1330,1330,をびっくりさせる(≒surprise),,
1331,1,1331,1331,の気分を害する、 (に)違反する,,
1332,1,1332,1332,(を)計算する、コンピューターを使う,,
1333,1,1333,1333,を集める、を組み立てる、集まる,,
1334,1,1334,1334,を悪化させる、悪化する(≒deteriorate),,
1335,1,1335,1335,を(ぱっと)裏返す、を軽くはじく,,
1336,1,1336,1336,(を)こする、(〜に)を塗る(on / over),,
1337,1,1337,1337,(を)降りる(⇔ascend)、受け継がれる,,
1338,1,1338,1338,補償する(≒make up)、に償う,,
1339,1,1339,1339,から成る、を構成する,,
1340,1,1340,1340,普及している、支配的である、(〜に)打ち勝つ(over),,
1341,1,1341,1341,探究,,
1342,1,1342,1342,尊厳、威厳,,
1343,1,1343,1343,(判断、評価の)基準,,
1344,1,1344,1344,逆説、矛盾,,
1345,1,1345,1345,(英国などの)議会、国会議員団,,
1346,1,1346,1346,法律、立法,,
1347,1,1347,1347,協議事項(リスト)、議事日程❲表❳、(政治上の)課題,,
1348,1,1348,1348,(活動・思潮などの)主流、大勢,,
1349,1,1349,1349,❲~s❳軍隊、集団,,
1350,1,1350,1350,流行(病)、蔓延,,
1351,1,1351,1351,発生、勃発,,
1352,1,1352,1352,混沌、大混乱,,
1353,1,1353,1353,悪夢(のような状況)、不安感,,
1354,1,1354,1354,恐怖、強い嫌悪、嫌な物[人],,
1355,1,1355,1355,集団、(植物の)房、束,,
1356,1,1356,1356,花粉,,
1357,1,1357,1357,ミツバチの巣(箱)、人の集まる場所,,
1358,1,1358,1358,灌漑,,
1359,1,1359,1359,(薬の1回分の)服用量、放射線の1回の照射量,,
1360,1,1360,1360,自殺、自殺的行為,,
1361,1,1361,1361,祝宴、大ごちそう、楽しみ,,
1362,1,1362,1362,(独特の)料理、料理法,,
1363,1,1363,1363,うわさ,,
1364,1,1364,1364,ことわざ(≒saying),,
1365,1,1365,1365,署名、特徴,,
1366,1,1366,1366,方法、解決策、公式,,
1367,1,1367,1367,【主に米】授業料(=【英】tuition fees)、 (個人)指導,,
1368,1,1368,1368,摂取量、受け入れ数、取り入れること,,
1369,1,1369,1369,スペクトル、(波動・変動の)範囲,,
1370,1,1370,1370,腎臓,,
1371,1,1371,1371,用具(一式)、器具、歯車、ギア,,
1372,1,1372,1372,(座席間などの)通路,,
1373,1,1373,1373,深い悲しみ,,
1374,1,1374,1374,運命,,
1375,1,1375,1375,頭骨、頭蓋骨、頭脳,,
1376,1,1376,1376, 墓,,
1377,1,1377,1377,修道士、 僧(⇔nun 修道女、尼),,
1378,1,1378,1378,崇拝、礼拝(式)、賛美,,
1379,1,1379,1379,際立った、未払いの、未解決の,,
1380,1,1380,1380,前例のない、空前の,,
1381,1,1381,1381,無限の(⇔finite 有限の)、無数の,,
1382,1,1382,1382,価値がある、立派な,,
1383,1,1383,1383,不可欠な(⇔dispensable なくてもすむ),,
1384,1,1384,1384,義務的な、強制的な(⇔voluntary),,
1385,1,1385,1385,十分にありそうな,,
1386,1,1386,1386,あいまいな、多義的な,,
1387,1,1387,1387,(世に)知られていない、不明瞭な,,
1388,1,1388,1388,(〜に)懐疑的な(of / about),,
1389,1,1389,1389,壊れやすい、虚弱な,,
1390,1,1390,1390,静的な(⇔dynamic)、動きのない,,
1391,1,1391,1391,徐々の、緩やかな,,
1392,1,1392,1392,声の、発生の、はっきりものを言う,,
1393,1,1393,1393,鮮やかな、生き生きとした,,
1394,1,1394,1394,帝国の、皇帝の,,
1395,1,1395,1395,敵意のある(⇔friendly 友好的な)、敵の,,
1396,1,1396,1396,表面的な,,
1397,1,1397,1397,乏しい、珍しい,,
1398,1,1398,1398,総計の、甚だしい、粗野な,,
1399,1,1399,1399,生来の、本能的に備わっている,,
1400,1,1400,1400,注目に値する、著名な,,
1401,1,1401,1401,を最新のものにする、をアップデートする,,
1402,1,1402,1402,(気分)をさわやかにする、(記憶など)を新たにする、を最新のものにする,,
1403,1,1403,1403,花が咲く、栄える,,
1404,1,1404,1404,を征服する、を克服する,,
1405,1,1405,1405,を引き起こす、を説得する,,
1406,1,1406,1406,を獲得する、達成する、に達する,,
1407,1,1407,1407,を吹きかける、に吹きつける,,
1408,1,1408,1408,(情報)を検索する、を取り戻す、を回復する,,
1409,1,1409,1409,を描く、(の役)を演じる,,
1410,1,1410,1410,を引っかく、を取り消す、削除する,,
1411,1,1411,1411,を指定する、を任命する,,
1412,1,1412,1412,と矛盾する、に反対意見を言う,,
1413,1,1413,1413,ため息をつく,,
1414,1,1414,1414,を混乱させる、を分裂させる,,
1415,1,1415,1415,出発する、(〜から)それる(from),,
1416,1,1416,1416,(を)誘導する、(を)操縦する、(を)航行する,,
1417,1,1417,1417,に(〜を)切に頼む(for)、 (を)懇願する,,
1418,1,1418,1418,に住んでいる,,
1419,1,1419,1419,(を)診断する,,
1420,1,1420,1420,を理解する,,
1421,1,1421,1421,に義務づける、に恩恵を施す,,
1422,1,1422,1422,を詰め込む、詰め込み勉強をする,,
1423,1,1423,1423,群がる、集まる,,
1424,1,1424,1424,(を)過小評価する(⇔overestimate 過大評価する)、(を)軽く見る、を少なく見積もる,,
1425,1,1425,1425,を明確にする,,
1426,1,1426,1426,を引き起こす,,
1427,1,1426,1426,を投棄する、をどさっと落とす,,
1428,1,1427,1427,をつかむ、を奪い取る、を没収する,,
1429,1,1428,1428,急上昇する、空高く飛ぶ,,
1430,1,1429,1429,光り[照り]輝く、赤く燃える、紅潮する,,
1431,1,1430,1430,を(〜に)変装させる(as)、を偽る,,
1432,1,1431,1431,を歪める、歪む,,
1433,1,1432,1432,を徐々にむしばむ、を浸食する,,
1434,1,1433,1433,を廃止する(≒do away with),,
1435,1,1434,1434,を[から]取り去る、を裸にする,,
1436,1,1435,1435,❲~ of で❳を処分する、を(…する)気にさせる(to do)、を配置する,,
1437,1,1437,1437,を織る、(計画・物語など)を作り上げる,,
1438,1,1438,1438,を洗練する、を精製する,,
1439,1,1439,1439,を豊かにする、(物質)を濃縮化する,,
1440,1,1440,1440,を調整する、を組織する、(服など)をコーディネートする,,
1441,1,1441,1441,(新聞などの)見出し,,
1442,1,1442,1442,【米】実務[医学]研修、研修期間,,
1443,1,1443,1443,直売店、特売店、はけ口、【米】(電気の)コンセント(≒【英】socket),,
1444,1,1444,1444,治療(法)、治療薬、解決法,,
1445,1,1445,1445,錠剤、丸薬、❲the ~❳ピル、経口避妊薬,,
1446,1,1446,1446,反応、宴会、受付、受信(状態),,
1447,1,1447,1447,(商)取引、 (人と人との)交流,,
1448,1,1448,1448,突然変異(体)、変化,,
1449,1,1449,1449,❲集合的に❳乳製品、乳製品加工所[販売者],,
1450,1,1450,1450,同情,,
1451,1,1451,1451,姿勢、心構え,,
1452,1,1452,1452,悪態、ののしりの言葉、呪い、❲通例 a 〜❳災い,,
1453,1,1453,1453,葬式,,
1454,1,1454,1454,国勢調査、交通調査,,
1455,1,1455,1455,百科事典,,
1456,1,1456,1456,(通例~s)穀物、シリアル(穀物加工食品),,
1457,1,1457,1457,断片,,
1458,1,1458,1458,(〜の)部分、斑点、継ぎ、貼り薬,,
1459,1,1459,1459,【英】ごみ (≒【米】garbage)、つまらないもの,,
1460,1,1460,1460,迷路(≒labyrinth)、複雑に込み入ったもの,,
1461,1,1461,1461,見解、見通し、眺め,,
1462,1,1462,1462,大発見、飛躍的進歩,,
1463,1,1463,1463,勝利、勝利の喜び、偉業,,
1464,1,1464,1464,同盟国、提携者、援助者、盟友,,
1465,1,1465,1465,(試合などの)観客,,
1466,1,1466,1466,領域、球体、天体,,
1467,1,1467,1467,利益、味方,,
1468,1,1467,1467,【米】郡、【英】州,,
1469,1,1469,1469,(時間の)間隔、合間、隔たり、小休止,,
1470,1,1470,1470,循環、流通、 (新聞・雑誌の)発行部数,,
1471,1,1471,1471,刃、 (プロペラなどの)羽根、 (草などの)葉,,
1472,1,1472,1472,窃盗(罪),,
1473,1,1473,1473,真空、空虚,,
1474,1,1474,1474,衝突、対立,,
1475,1,1475,1475,買い得品、取引、契約,,
1476,1,1476,1476,(ある場所の)目印、画期的な出来事,,
1477,1,1477,1477,歳入(⇔expenditures 歳出)、 収益,,
1478,1,1478,1478,(国家間の)条約、協定,,
1479,1,1479,1479,最高の,,
1480,1,1480,1480,徹底的な、まったくの,,
1481,1,1481,1481,裸の,,
1482,1,1482,1482,心からの、誠実な,,
1483,1,1483,1483,飼い慣らされた、人に慣れた、退屈な,,
1484,1,1484,1484,不十分な、不適当な,,
1485,1,1485,1485,薄暗い、ぼんやりした,,
1486,1,1486,1486,(痛み・感情などが)激しい、(知覚などが)鋭い、急性の(≒chronic),,
1487,1,1487,1487,障害のある、障害者用の,,
1488,1,1488,1488,大都市の、首都圏の,,
1489,1,1489,1489,金銭的な、金融の,,
1490,1,1490,1490,代わりの(≒alternative)、交互の,,
1491,1,1491,1491,部分的な、不公平な(⇔impartial 公平な),,
1492,1,1492,1492,神の、神にささげる,,
1493,1,1493,1493,徹底的な、抜本的な、極端な,,
1494,1,1494,1494,猛烈な、どう猛な,,
1495,1,1495,1495,唯一の、単独の、独占的な,,
1496,1,1496,1496,自然発生的な、自発的な,,
1497,1,1497,1497,空間の,,
1498,1,1498,1498,きちんとした、見事な,,
1499,1,1499,1499,きちんとした、整頓された、相当の,,
1500,1,1500,1500,(〜に)忠実な(to)、誠実な,,
1501,1,1501,1501,に恩恵を与える、に感謝する,,
1502,1,1502,1502,を取り戻す,,
1503,1,1503,1503,順応する、一致する,,
1504,1,1504,1504,登録する、入会する、を登録させる,,
1505,1,1505,1505,に権利を与える、に題名を付ける,,
1506,1,1506,1506,を止める、止まる,,
1507,1,1507,1507,(感情・行動など)を引き起こす、を挑発する,,
1508,1,1508,1508,を侵略する、を侵害する、(場所)に殺到する,,
1509,1,1509,1509,押し入る、を押し込む、(を)搾る、(を)強く押す,,
1510,1,1510,1510,はう、ゆっくり進む,,
1511,1,1511,1511,を消化する、を理解する、を要約する,,
1512,1,1512,1512,(声)を発する、 (考えなど)を述べる,,
1513,1,1513,1513,控える,,
1514,1,1514,1514,に住む、の住民である、に人を住まわせる,,
1515,1,1515,1515,を収容する、を(〜に)適応させる(to),,
1516,1,1516,1516,(を)操縦する、を(〜へ)向ける(to),,
1517,1,1517,1517,溺死する、を水浸しにする,,
1518,1,1518,1518,を浸す、(手など)を(〜に)突っ込む(into / in)、下がる,,
1519,1,1519,1519,を浸す、をずぶぬれにする、浸る,,
1520,1,1520,1520,をかき回す、を揺り動かす,,
1521,1,1521,1521,を移植する、を移住させる,,
1522,1,1522,1522,を安心させる,,
1523,1,1523,1523,(を)再開する、を取り戻す,,
1524,1,1524,1524,(と)推測する、投機する,,
1525,1,1525,1525,を上回る,,
1526,1,1526,1526,を任命する、(日時・場所など)を指定する,,
1527,1,1527,1527,に興味を持たせる、陰謀を企てる,,
1528,1,1528,1528,腐敗する(≒rot)、徐々に衰える,,
1529,1,1529,1529,を汚染する、を堕落させる,,
1530,1,1530,1530,膨張する、腫れる、を膨らませる,,
1531,1,1531,1531,を削除する、消す,,
1532,1,1532,1532,を許容する、我慢する(≒put up with),,
1533,1,1533,1533,をうらやむ,,
1534,1,1534,1534,(を)祈る,,
1535,1,1535,1535,(を)告白する,,
1536,1,1536,1536,(を)辞任する、を放棄する,,
1537,1,1537,1537,(を)溶かす、(議会など)を解散する、(契約など)を解消する、溶ける,,
1538,1,1538,1538,(閉じたもの)を開く、を明らかにする、開く、明らかになる,,
1539,1,1539,1539,を目覚めさせる、(〜から)覚める(from),,
1540,1,1540,1540,(を)思いつく、と想像する、(を)妊娠する,,
1541,1,1541,1541,起業家、事業家,,
1542,1,1542,1542,利害関係、❲通常~s❳賭け金、杭,,
1543,1,1543,1543,余剰(⇔shortage 不足)、過剰、黒字,,
1544,1,1544,1544,インフレ(ーション)、(物価の)高騰,,
1545,1,1545,1545,搾取工場,,
1546,1,1546,1546,衝突、対立、かち合うこと、ガチャンという音,,
1547,1,1547,1547,社会学,,
1548,1,1548,1548,イデオロギー、思想傾向,,
1549,1,1549,1549,余白、差、利ざや,,
1550,1,1550,1550,領域、領土,,
1551,1,1551,1551,分野、領域、ドメイン(=domain name),,
1552,1,1552,1552,アルゴリズム、問題解決の手順,,
1553,1,1553,1553,大草原,,
1554,1,1554,1554,❲the ~s❳最先端、❲the ~❳【米】辺境地、国境,,
1555,1,1555,1555,銃弾,,
1556,1,1556,1556,盾、防御物,,
1557,1,1557,1557,絶望,,
1558,1,1558,1558,放射能、放射線,,
1559,1,1559,1559,偽薬、プラシーボ、気休め,,
1560,1,1560,1560,託児所、苗床,,
1561,1,1561,1561,配偶者,,
1562,1,1562,1562,化粧、化粧品、構成、性質,,
1563,1,1563,1563,ミイラ、【英】ママ、お母さん(=【米】mommy),,
1564,1,1564,1564,(人、動物の)肉、果肉,,
1565,1,1565,1565,手足,,
1566,1,1566,1566,におい、気配,,
1567,1,1567,1567,洗濯(物)、クリーニング店,,
1568,1,1568,1568,潮(の干満)、動向,,
1569,1,1569,1569,アンケート,,
1570,1,1570,1570,ばかげた物[話、考え]、無意味な言葉,,
1571,1,1571,1571,復讐,,
1572,1,1572,1572,知性、❲the ~(s)❳知識人,,
1573,1,1573,1573,親切なもてなし、歓待、受容性,,
1574,1,1574,1574,司書、図書館員,,
1575,1,1575,1575,(手書きの)原稿、写本,,
1576,1,1576,1576,(考えなどに)取りつかれること、妄想、強迫観念,,
1577,1,1577,1577,衛生(状態)、健康法,,
1578,1,1578,1578,理論的枠組み、パラダイム、模範,,
1579,1,1579,1579,合法的な、妥当な,,
1580,1,1580,1580,本物の、信頼できる,,
1581,1,1581,1581,経験的な、経験主義の,,
1582,1,1582,1582,膨大な,,
1583,1,1583,1583,ばかげた、不合理な,,
1584,1,1584,1584,異様な(≒bizarre)、奇妙な,,
1585,1,1585,1585,偶然の、過失による,,
1586,1,1586,1586,不安な、落ち着かない、ぎこちない,,
1587,1,1587,1587,嫉妬深い、用心深い,,
1588,1,1588,1588,女らしい(⇔masculine),,
1589,1,1589,1589,素早い,,
1590,1,1590,1590,空洞の、空虚な、うわべだけの,,
1591,1,1591,1591,大まかな、粗野な、未精製の,,
1592,1,1592,1592,痛い、腹が立って,,
1593,1,1593,1593,悲観的な(⇔optimistic),,
1594,1,1594,1594,無駄な、うぬぼれた,,
1595,1,1595,1595,(〜の)影響を受けやすい(to)、感染しやすい,,
1596,1,1596,1596,食用の、食べられる,,
1597,1,1597,1597,純然たる、真の、すごい、(布が)薄地の,,
1598,1,1598,1598,明白な(⇔implicit)、率直な,,
1599,1,1599,1599,(〜に)なりやすい(to)、(…する)傾向がある(to do),,
1600,1,1600,1600,裕福な、豊富な,,
1601,1,1601,1601,共同して働く、(〜に)協力する(with),,
1602,1,1602,1602,を及ぼす、(力など)を行使する,,
1603,1,1603,1603,(〜で)秀でている(in / at)、に勝る,,
1604,1,1604,1604,栄える、成功する、繁殖する,,
1605,1,1605,1605,殺到する、(感情が)こみ上げる、急騰する,,
1606,1,1606,1606,(〜に)介入する(in) 、介在する,,
1607,1,1607,1607,を挿入する,,
1608,1,1608,1608,を追い抜く、に追いつく(≒catch up with)、(災難・強い感情などが)を襲う,,
1609,1,1609,1609,をパチンと鳴らす、をポキッと折る、ポキッと折れる、パチンと音を立てる,,
1610,1,1610,1610,を彫る、を切り開く、(肉)を切り分ける,,
1611,1,1611,1611,❲受身形で❳(〜の)中毒になる(to)、(〜に)凝る,,
1612,1,1612,1612,を非難する、 ❲受身形で❳(〜の刑を)宣告される(to),,
1613,1,1613,1613,に有罪を宣告する,,
1614,1,1614,1614,を指図する、を書き取らせる、を規定する,,
1615,1,1615,1615,(薬など)を処方する、を規定する,,
1616,1,1616,1616,を抑制する、を妨げる,,
1617,1,1617,1617,はぐれる、(道に)迷う,,
1618,1,1618,1618,(を)歩き回る、放浪する,,
1619,1,1619,1619,を同封する、を取り囲む,,
1620,1,1620,1620,を実行する、を処刑する,,
1621,1,1621,1621,同時に起こる、一致する,,
1622,1,1622,1622,遅れる、徐々に弱まる,,
1623,1,1623,1623,しがみつく、くつつく,,
1624,1,1624,1624,を消す,,
1625,1,1625,1625,(穀物など)をひく,,
1626,1,1626,1626,を編む、を結合する、編み物をする,,
1627,1,1627,1627,(を)尋ねる,,
1628,1,1628,1628,をうっかり表す、を裏切る,,
1629,1,1629,1629,漏れる、を漏らす,,
1630,1,1630,1630,を粉砕する、を強打する、粉々に壊れる、激突する,,
1631,1,1631,1631,跳ねる、反射する、を弾ませる、(Eメールが)(宛先不明で)返送される,,
1632,1,1632,1632,(都市などが)不規則に広がる、だらしなく手足を伸ばす,,
1633,1,1633,1633,(〜と)会話をする(with),,
1634,1,1634,1634,を暗唱する、を詳述する,,
1635,1,1635,1635,を無視する、を軽視する,,
1636,1,1636,1636,眉をひそめる,,
1637,1,1637,1637,を呼び起こす,,
1638,1,1638,1638,を誓う、を約束する、を与えることを約束する,,
1639,1,1639,1639,(〜を)熱望する(to),,
1640,1,1640,1640,(を)熟考する、を予想する,,
1641,1,1641,1641,優美、優雅、分別、(神の)恩寵,,
1642,1,1642,1642,啓蒙、啓発,,
1643,1,1643,1643,商業、貿易,,
1644,1,1644,1644,下書き、為替手形、隙間風,,
1645,1,1645,1645,バレる(液量の単位)、たる,,
1646,1,1646,1646,【英】木材(≒【米】lumber)、樹木,,
1647,1,1647,1647,衣服,,
1648,1,1648,1648,糸、(議論などの)筋道,,
1649,1,1649,1649,❲しばしばthe C-❳内閣、戸棚,,
1650,1,1650,1650,(官庁の)局、事務局、案内所,,
1651,1,1651,1651,(個人の)自立、自治(権)、自治体,,
1652,1,1652,1652,損害(の程度)、死傷者数、通行料,,
1653,1,1653,1653,話し合い、会話、講演、論説,,
1654,1,1654,1654,迷信,,
1655,1,1655,1655,ちらりと見えること,,
1656,1,1656,1656,計算、算数,,
1657,1,1657,1657,用語小辞典、用語集,,
