id,master_word_id,translation,created_at,updated_at
1046,40,を完成させる、仕上げる,,
1047,3409,人形,,
1048,3410,トーナメント,,
1049,2446,急ぐ,,
1050,3411,彼女自身（を）,,
1051,3412,事故,,
1052,3413,芸術家,,
1053,3414,願い,,
1054,3415,体育館,,
1055,3416,予定（表）、スケジュール,,
1056,3417,監督、コーチ,,
1057,3418,気体,,
1058,3419,データ、資料,,
1059,3420,（theをつけて）北,,
1060,3421,合唱（団）,,
1061,3422,子犬,,
1062,2348,恐ろしい,,
1063,2303,恐れ、恐怖(心),,
1064,2218,を上げる、(子供)を育てる(≒bring up),,
1065,3423,記録,,
1066,3424,目が覚める,,
1067,2242,(所定の)位置、場所、立場,,
1068,3425,はっきりと,,
1069,3426,２度,,
1070,3427,12月,,
1071,3428,一覧表、リスト,,
1072,266,汚染、公害,,
1073,173,用地、場所、跡地、(ウェブ)サイト,,
1074,3429,いつもの,,
1075,3430,あなた（たち）のもの,,
1076,3431,カメラ,,
1077,3432,最も少ない（littleの最上級）,,
1078,3433,死んでいる,,
1079,3434,入浴,,
1080,2476,内気な,,
1081,3435,1月,,
1082,439,を修理する(≒fix)、を修復する,,
1083,2447,〜を転がす,,
1084,3436,イギリス（人）の,,
1085,2289,(の)役に立つ、に食事を出す,,
1086,3437,いつか,,
1087,3438,毎日の,,
1088,133,を尊敬する、を尊重する,,
1089,3439,（theをつけて）南,,
1090,3440,40の,,
1091,3441,教科書,,
1092,3442,マンガ（本）,,
1093,2293,行動する,,
1094,3443,［スポーツ・音楽などの］ファン,,
1095,3444,今夜（は）,,
1096,3445,休日,,
1097,3446,チョコレート,,
1098,3447,郵便局,,
1099,2246,形、(記入)用紙,,
1100,3448,ティーンエージャー,,
1101,3449,ハチ,,
1102,3450,カメ,,
1103,3451,（〜を）押す,,
1104,3452,〜に衝撃を与える,,
1105,3453,明るい、輝く,,
1106,135,をつなぐ、を関連付ける,,
1107,2358,〜を発明する,,
1108,3454,物音、雑音,,
1109,3455,訓練,,
1110,3456,物体,,
1111,946,図、グラフ、海図、ヒットチャート,,
1112,3457,おもしろい,,
1113,3458,十億の,,
1114,3459,現代の,,
1115,3460,演説者,,
1116,3461,弱い,,
1117,3462,4番目の,,
1118,3463,アジア,,
1119,3464,学年,,
1120,85,確信して、確かな、ある、一定の,,
1121,89,忍耐強い、勤勉な,,
1122,3465,インク,,
1123,2354,〜を集める,,
1124,3466,穴,,
1125,3467,真実,,
1126,2465,〜を包む,,
1127,3468,関係,,
1128,3469,雨の,,
1129,3470,花火,,
1130,3471,割合、パーセンテージ,,
1131,2395,びっくりするような,,
1132,3472,耳,,
1133,3473,不可能な,,
1134,3474,丸い,,
1135,3475,波,,
1136,3476,平和,,
1137,3477,シャツ,,
1138,3478,〜を受け入れる,,
1139,2241,❲~s❳状況、状態,,
1140,3479,〜に服を着せる,,
1141,1962,を予期する、と思う,,
1142,3480,次の,,
1143,3481,11月,,
1144,3482,決定,,
1145,3483,走る人、ランナー,,
1146,3484,アリ,,
1147,2297,目的,,
1148,3485,太った,,
1149,150,数字、姿、人物、図表,,
1150,2388,がん,,
1151,327,を保存する、を保持する、を保護する,,
1152,3486,ポケット,,
1153,3487,技師、エンジニア,,
1154,3488,重要性,,
1155,3489,インタビュー、面接,,
1156,3490,知能,,
1157,3491,明かり,,
1158,142,(課された)仕事、作業、課題、タスク,,
1159,3492,鉛筆,,
1160,2493,目の見えない,,
1161,115,を広める、広がる,,
1162,2307,世代,,
1163,3493,つぼ,,
1164,935,(液体・気体)をポンプで送り込む、をくみ出す、を注ぎ込む,,
1165,2480,（〜を）応援する,,
1166,3494,金属,,
1167,3495,運転手,,
1168,232,を隠す(≒conceal)、隠れる,,
1169,3496,デパート、百貨店,,
1170,3497,電話（機）,,
1171,3498,制服、ユニフォーム,,
1172,3499,ライオン,,
1173,3500,切手,,
1174,395,便利な、都合のいい,,
1175,3501,かわいらしい,,
1176,3502,日常の,,
1177,36,頼る、〜次第である,,
1178,3503,雑誌,,
1179,3504,州,,
1180,57,考え、思考,,
1181,3505,教会,,
1182,3506,だれの（もの）,,
1183,3507,役に立つ,,
1184,3508,様式,,
1185,3509,運動選手,,
1186,3510,上演,,
1187,3511,秘密の,,
1188,3512,銀,,
1189,3513,ブラジル,,
1190,3514,携帯電話,,
1191,2008,利己的な(≒self-centered),,
1192,3515,ユリ,,
1193,3516,タクシー,,
1194,3517,ボウル、どんぶり,,
1195,3518,フランス語、フランス人、フランスの,,
1196,3519,皮膚,,
1197,3520,翼,,
1198,3521,発明,,
1199,3522,［道・川など］を横切る,,
1200,3523,〜かどうか,,
1201,3524,火星,,
1202,154,ストレス、圧力、強調,,
1203,3525,（theをつけて）東,,
1204,3526,たいくつな,,
1205,3527,だれでも,,
1206,70,役割、(俳優などの)役,,
1207,3528,ピザ,,
1208,3529,ホームステイ,,
1209,3530,台所,,
1210,3531,最近,,
1211,3532,結婚式,,
1212,3533,安全,,
1213,3534,観光,,
1214,3535,サンドイッチ,,
1215,3536,（普通複数形で）涙,,
1216,3537,鼻,,
1217,3538,かぎ,,
1218,3539,鐘（の音）,,
1219,371,(社会的な)慣習、❲~s❳税関、❲~s❳関税,,
1220,3540,ハワイ,,
1221,12,を提供する、申し出る,,
1222,2217,上がる、昇る,,
1223,345,❲the〜❳大気、雰囲気,,
1224,198,化学の、化学的な,,
1225,3541,雲,,
1226,3542,西の,,
1227,3543,注意,,
1228,2390,地震,,
1229,1937,(…を)卒業する(from),,
1230,3544,過程,,
1231,3545,眠い,,
1232,139,を切り抜けて生き残る、より長生きする、生き延びる,,
1233,2481,（〜を）撃つ,,
1234,3546,速度,,
1235,3547,骨,,
1236,3548,イギリス,,
1237,3549,種,,
1238,3550,歌手,,
1239,3551,シドニー,,
1240,3552,表現,,
1241,3553,静かに,,
1242,134,捜す、を捜索する、を詳しく調べる,,
1243,2426,〜を振る,,
1244,3555,カリフォルニア州,,
1245,157,性格、個性、特徴、登場人物、文字,,
1246,326,を破壊する、(人)を破滅させる,,
1247,73,材料・原料、資料、生地,,
1248,757,❲単数・複数扱い❳手段、❲複数扱い❳資力、収入,,
1249,2281,割合,,
1250,34,に印を付ける、を(記号で)示す、に汚れを付ける,,
1251,307,を放出する、を解放する、を発表する,,
1252,3556,神社,,
1253,2393,伝統,,
1254,2379,燃える,,
1255,3557,魔法,,
1256,3558,女王,,
1257,3559,［薄いもの］１枚,,
1258,3560,猟師,,
1259,3561,よごれた,,
1260,3562,幸福,,
1261,3563,喜び,,
1262,3564,［招かれた］客,,
1263,3565,役人,,
1264,3566,豆,,
1265,2431,敵,,
1266,3567,使用者,,
1267,633,を輸入する(⇔export (を)輸出する)、を取り入れる,,
1268,3568,ヒツジ,,
1269,876,(地方)議会、評議会、(公の)会議,,
1270,3569,〜につき,,
1271,3570,スープ,,
1272,252,表面、❲the〜❳外見,,
1273,3571,（theをつけて）西,,
1274,99,正しい、適切な,,
1275,3572,韓国,,
1276,2286,普通の(⇔abnormal)、標準の,,
1277,3573,トイレ,,
1278,384,人工の(⇔natural 自然の)、不自然な,,
1279,3574,専門家,,
1280,3575,自動販売機,,
1281,3576,入口,,
1282,3577,俳優,,
1283,214,を稼ぐ、を得る、をもたらす,,
1284,3578,［幅が］広い,,
1285,3579,成功した,,
1286,2445,薄い,,
1287,254,話題、トピック、主題,,
1288,2257,(〜に)特有の(to),,
1289,3580,コンビニエンスストア,,
1290,2324,答える,,
1291,3581,コアラ,,
1292,3582,ポスター,,
1293,3583,ペンギン,,
1294,3584,鉄道,,
1295,3585,バレエ,,
1296,3586,とにかく,,
1297,2383,隣人,,
1298,247,苦痛、痛み、苦悩、❲~s❳骨折り,,
1299,3587,理解,,
1300,3588,（〜を）数える,,
1301,216,に食べ物[乳]を与える、に(〜を)供給[補給]する(with)、餌を食べる,,
1302,3589,音楽家,,
1303,3590,呼吸,,
1304,3591,円,,
1305,3592,大統領,,
1306,3593,くもりの,,
1307,3594,ポップコーン,,
1308,3595,ドイツ,,
1309,3596,ジャガイモ,,
1310,3597,加えること,,
1311,3598,住所,,
1312,515,をひどく嫌う、を残念に思う,,
1313,3599,重圧,,
1314,728,をおびえさせる、を脅す,,
1315,3600,挑戦,,
1316,3601,やわらかい,,
1317,2340,調査,,
1318,2315,巨大な,,
1319,3602,生活様式,,
1320,289,一般の、普通の、並の,,
1321,122,(を)行う、(を)演じる、(を)演奏する,,
1322,3603,財布,,
1323,3604,牛肉,,
1324,376,化石、時代遅れの人[物],,
1325,3605,賢い,,
1326,3606,花,,
1327,3607,ラグビー,,
1328,3608,縄,,
1329,743,遺産,,
1330,3609,チラシ,,
1331,3610,利口な,,
1332,3611,草,,
1333,3612,70の,,
1334,2483,輝く,,
1335,3613,〜を驚かせる,,
1336,243,装置、機器、方策、デバイス,,
1337,3614,〜を油で揚げる,,
1338,3615,怒り,,
1339,3616,完全に,,
1340,3617,乗客,,
1341,3618,競争,,
1342,3619,ハツカネズミ,,
1343,3620,［音・声が］大きい,,
1344,2326,〜を攻撃する,,
1345,3621,飛行機,,
1346,3622,正確に,,
1347,62,学説、理論、原理、推測,,
1348,3623,底,,
1349,138,苦しむ、患う、(苦痛など)を経験する,,
1350,3624,バクテリア、細菌,,
1351,2274,教授,,
1352,3625,トンネル,,
1353,3626,ツバメ,,
1354,2423,空の,,
1355,2357,〜を修理する,,
1356,3627,より悪い（badの比較級）,,
1357,25,に影響を及ぼす(≒influence)、を感動させる,,
1358,2444,気持ちのよい,,
1359,159,句、成句、言葉遣い,,
1360,3628,発見,,
1361,3629,広告,,
1362,66,焦点、関心の的,,
1363,3630,〜を習得する,,
1364,3631,エレベーター,,
1365,3632,ポンド,,
1366,3633,大衆向けの,,
1367,670,こつ、策略、いたずら、芸当,,
1368,789,明らかな、平易な、飾りのない、率直な,,
1369,3634,貝殻,,
1370,3635,塔,,
1371,3636,油、石油,,
1372,2418,眠って,,
1373,3637,沈黙の,,
1374,2396,穏やかな,,
1375,3638,ふるまい,,
1376,75,(〜の)源、根源(of)、出所、情報源,,
1377,1903,を供給する(≒supply),,
1378,2276,(文章の)一節、通路,,
1379,3639,漁師,,
1380,3640,ネックレス,,
1381,3641,粉,,
1382,3642,ベルリン,,
1383,3643,どこかに,,
1384,3644,驚くべき,,
1385,253,(しばしば~s)作物、収穫高,,
1386,3645,強力な,,
1387,2373,規則正しい,,
1388,3646,アフリカ（人）の,,
1389,3647,丘,,
1390,3648,これ以上,,
1391,268,均衡、バランス、(体の)平衡、残高,,
1392,3649,成功,,
1393,3650,ヘビ,,
1394,3651,南極大陸,,
1395,3652,スケートをする,,
1396,3653,（〜に）投票する,,
1397,3654,花嫁,,
1398,3655,車椅子,,
1399,3656,いとこ,,
1400,3657,がっかりして,,
1401,3658,一対,,
1402,3659,ピンク色の,,
1403,2469,正方形,,
1404,3660,発展,,
1405,3661,身振り、ジェスチャー,,
1406,3662,パートナー,,
1407,3663,個人の,,
1408,3664,シンガポール,,
1409,3665,池,,
1410,3666,帆,,
1411,3667,地帯,,
1412,651,論理、道理、論理学,,
1413,1966,〜に怪我をさせる、〜を傷つける、〜を損なう(≒hurt),,
1414,3668,60の,,
1415,3669,〜の下に,,
1416,3670,指,,
1417,3671,正午,,
1418,3672,電気の,,
1419,3673,どこでも,,
1420,28,を関連付ける、(〜に)関連する(to),,
1421,3674,濡れた,,
1422,367,災害、惨事,,
1423,3675,もとの,,
1424,3676,パンダ,,
1425,3677,ウサギ,,
1426,3678,ラケット,,
1427,3679,得点、スコア,,
1428,127,を適用[応用]する、申し込む、(…に)適用される(to / in),,
1429,351,❲~s❳作法、方法、物腰,,
1430,3680,プール,,
1431,3681,鳥かご,,
1432,1952,創造的な、独創的な、創造力のある,,
1433,3682,販売,,
1434,2500,くず,,
1435,642,療法、心理療法,,
1436,1910,著者、張本人,,
1437,3683,幸福に,,
1438,3684,方向,,
1439,3685,砂,,
1440,3686,全体の,,
1441,3687,茶色の,,
1442,858,勇気,,
1443,3688,演劇,,
1444,3689,家事,,
1445,2356,〜を混ぜる,,
1446,303,を信頼する、を(信頼して)託す,,
1447,3690,ひとくち,,
1448,145,経済(状態)、経済圏、節約,,
1449,3691,医学の,,
1450,2442,ていねいな,,
1451,3692,カレー料理,,
1452,3693,女性,,
1453,3694,インタビューする人,,
1454,265,燃料、勢いを増加させるもの,,
1455,3695,洞穴,,
1456,3696,銃,,
1457,3697,サメ,,
1458,3698,本来,,
1459,3699,永久に,,
1460,276,跡、軌道、【米】(鉄道の)番線、走路,,
1461,3700,マイル,,
1462,1977,厚い(⇔thin 薄い)、太い、濃い,,
1463,3701,ホームルーム,,
1464,3702,（theをつけて）英国,,
1465,55,価値、価格、評価、 (~s)価値観,,
1466,2471,慈善（行為）,,
1467,827,を救う,,
1468,3703,見知らぬ人,,
1469,3704,灰色の,,
1470,2410,4分の1,,
1471,3705,はさみ,,
1472,3706,カラス,,
1473,3707,コンマ,,
1474,148,貿易、商売、取引,,
1475,3708,重さ,,
1476,535,を祝う、を挙行する,,
1477,421,を配達する、(演説、講義)をする、子を産む,,
1478,3709,パリ,,
1479,9,を提案する、を暗示する,,
1480,2448,［地面・穴］を掘る,,
1481,313,を変える、移す、変わる、移動する,,
1482,3710,嵐,,
1483,875,(日本の)県、府、(フランスなどの)県,,
1484,3711,尾,,
1485,3712,夫婦,,
1486,3713,セミ,,
1487,3714,5番目の,,
1488,3715,場所,,
1489,3716,基礎,,
1490,176,習慣、癖,,
1491,3717,中央,,
1492,441,意見、コメント、批判,,
1493,379,聡明な、知能を有する,,
1494,3718,ナイフ,,
1495,3719,[女性の名前に続けて］さん,,
1496,3720,〜のままである,,
1497,3721,ローマ（人）の,,
1498,3722,鎖、チェーン,,
1499,3723,イルカ,,
1500,1931,個人的な・私的な(⇔public 公の)、民営の,,
1501,3724,アルバム,,
1502,3725,ダンサー,,
1503,3726,幽霊,,
1504,3554,商人,,
1505,3727,金星,,
1506,3728,子猫,,
1507,3729,熱帯雨林,,
1508,3730,はい,,
1509,3731,スペイン語,,
1510,3732,混み合った,,
1511,522,を打ち負かす、(を)打つ、たたく,,
1512,2376,所属する,,
1513,3733,確かに,,
1514,3734,少し,,
1515,31,を比較する、を(〜に)例える(to),,
1516,2414,板、委員会、重役会,,
1517,3735,イタリア,,
1518,3736,巣,,
1519,179,肯定的な、積極的な、確信して、(検査結果が)陽性の,,
1520,3737,（絵）はがき,,
1521,3738,精神,,
1522,2330,〜を分ける,,
1523,240,(〜に)成功する(in)、(〜を)継承する(to),,
1524,527,を治す、を取り除く、(病気が)治る,,
1525,152,印象、イメージ、画像、像,,
1526,3739,小説,,
1527,358,光景、❲the ~s❳名所、目にすること、視野、視力,,
1528,3740,危険,,
1529,3741,損失,,
1530,2472,奴隷,,
1531,2455,主題、テーマ,,
1532,2250,危険(性),,
1533,3742,ラクダ,,
1534,3743,どこかへ,,
1535,222,を引きつける,,
1536,3744,〜を磨く,,
1537,319,(を)繰り返す、を復唱する,,
1538,3745,エンジン,,
1539,3746,布,,
1540,3747,日光,,
1541,2440,秘密、謎,,
1542,3748,木の実,,
1543,3749,電球,,
1544,3750,校長,,
1545,637,を計算する、を予測する,,
1546,572,植民地、居留地、(動植物の)コロニー,,
1547,3751,メニュー,,
1548,2425,〜を持ち上げる,,
1549,3752,アジア（人）の,,
1550,3753,オーストラリア（人）の,,
1551,3754,文化の,,
1552,3755,直接に,,
1553,3756,首,,
1554,3757,区画、ブロック,,
1555,3758,金色の,,
1556,3759,生まれ故郷,,
1557,3760,美しさ,,
1558,3761,収集（物）,,
1559,3762,〜を狩る,,
1560,3763,限度,,
1561,2349,ほとんど,,
1562,3764,〜を詰め込む,,
1563,375,農業、農学、畜産,,
1564,3765,日記,,
1565,161,影響、(激しい)衝突、衝撃(力),,
1566,3766,（theをつけて）マスメディア,,
1567,3767,画家,,
1568,948,(専門家の)一団、討論者一同、羽目板,,
1569,361,❲The W-❳ウェブ、(クモの)巣,,
1570,3768,援助,,
1571,3769,〜の上に,,
1572,1933,したがって、それゆえに,,
1573,3770,すべる,,
1574,3771,本文,,
1575,3772,映画,,
1576,3773,フィンランド,,
1577,88,主要な、大きい(ほうの)、長調の,,
1578,3774,カフェテリア,,
1579,238,を満足させる、(条件など)を満たす,,
1580,2305,(長期的な)気候,,
1581,3775,〜を蹴る,,
1582,3776,肩,,
1583,3777,タオル,,
1584,2419,生きている,,
1585,3778,基本的な,,
1586,284,追加の、余分の、別勘定の,,
1587,3779,外国人,,
1588,27,を避ける,,
1589,3780,ヨーロッパ人,,
1590,3781,不幸な,,
1591,438,呼吸する、を吸う,,
1592,91,身体の(⇔mental)、物質的な、物理学の,,
1593,3782,16の,,
1594,3783,旅行者,,
1595,3784,バイオリン,,
1596,3785,（中）庭,,
1597,3786,つながり,,
1598,3787,試験,,
1599,777,財産、幸運(≒luck)、運命,,
1600,3788,サル,,
1601,3789,男性,,
1602,3790,オンラインの,,
1603,3791,安全に,,
1604,359,運動、軍事行動,,
1605,164,地域、領域、部位,,
1606,3792,展覧会,,
1607,3793,力,,
1608,3794,ねばねばした,,
1609,3795,祖父、祖母,,
1610,3796,クリーム,,
1611,3797,ノックする,,
1612,3798,木（製）の,,
1613,3799,皿,,
1614,3800,13の,,
1615,3801,勝利者,,
1616,1926,説明、解釈、理由,,
1617,3802,ヒーロー、英雄,,
1618,3803,環境の,,
1619,2382,逃げる,,
1620,1955,とても小さな、わすかな,,
1621,61,利益、恩恵、給付金,,
1622,2269,(…)できない(to do)、失敗する,,
1623,3804,操縦士、パイロット,,
1624,1919,(〜よりも)むしろ(than)、かなり、それどころか,,
1625,557,道(筋)、路線、ルート、(〜の)手段(to),,
1626,3805,センサー,,
1627,3806,パン屋,,
1628,3807,操作,,
1629,3808,工芸,,
1630,3809,ほこり,,
1631,3810,パイ,,
1632,71,(専門)用語、(~s)条件、(~s)間柄、学期,,
1633,3811,ワイン,,
1634,3812,火山,,
1635,3813,泡,,
1636,3814,プリンター,,
1637,3815,〜のそばに,,
1638,2359,誕生,,
1639,1928,程度(≒extent)、［湿度・角度などの］度、学位、等級,,
1640,2427,［卵］を産む,,
1641,710,を貸す(⇔borrow を借りる)、(人)に(助言、援助など)を与える,,
1642,187,公用の、公式の、役所の,,
1643,103,に近づく、に取り組む,,
1644,908,浮かぶ、漂う、を浮かべる,,
1645,6,を含む(⇔exclude),,
1646,3816,写真,,
1647,3817,枝,,
1648,3818,議論,,
1649,3819,ウエイター,,
1650,3820,手作りの,,
1651,661,避難(所)、保護,,
1652,3821,信号,,
1653,3822,トランペット,,
1654,1265,訓練、(反復)練習、ドリル、錐,,
1655,3823,ハリケーン,,
1656,1084,勇敢な(⇔cowardly 臆病な)、見事な,,
1657,3824,深く,,
1658,3825,14の,,
1659,234,を取り除く、を解雇する,,
1660,2424,［風が］吹く,,
1661,3826,アパート,,
1662,251,(集合的に)聴衆、観客、視聴者,,
1663,3827,トウモロコシ,,
1664,3828,私たち自身（を）,,
1665,87,最近の,,
1666,3829,最も悪い（badの最上級）,,
1667,3830,オランダ語,,
1668,574,穀物、粒、きめ,,
1669,3831,レモン,,
1670,317,を拒む、を断る、拒絶する,,
1671,538,の段取りをつける、を手配する、を配置する,,
1672,3832,カフェ、喫茶店,,
1673,3833,柵、フェンス,,
1674,3834,温室,,
1675,3835,組織,,
1676,3836,インチ,,
1677,3837,だれも〜ない,,
1678,3838,財布,,
1679,544,料金、謝礼,,
1680,3839,角,,
1681,3840,探検,,
1682,3841,避難民,,
1683,3842,色彩に富んだ,,
1684,3843,棒,,
1685,606,不賛成である、意見が食い違う,,
1686,3844,イタリア語,,
1687,3845,屋根,,
1688,3846,ドイツ語,,
1689,3847,題名,,
1690,3848,料理長,,
1691,290,(〜に)等しい(to)、匹敵する、平等な,,
1692,3849,正直な,,
1693,3850,印象,,
1694,2306,人口,,
1695,3851,記者,,
1696,3852,サラダ,,
1697,3853,たった一つの,,
1698,1024,を曲げる、を屈服させる、曲がる,,
1699,550,緊急(事態),,
1700,80,ありそうな(⇔unlikely),,
1701,3854,〜を再利用する,,
1702,3855,たな,,
1703,2517,ひも、糸、(〜の)一続き(of),,
1704,3856,管,,
1705,660,(〜の)賞(for)、(証書などの)授与,,
1706,753,地球(≒earth)、世界、球,,
1707,3857,盆,,
1708,3858,水族館,,
1709,3859,書道,,
1710,3860,笑い,,
1711,2438,(最小)単位、構成部分,,
1712,1929,粘土,,
1713,3861,マスコット,,
1714,3862,なぞなぞ,,
1715,1042,入力(情報)、投入、情報・時間などの)提供,,
1716,3863,(男の)魔法使い,,
1717,3864,支配人,,
1718,3865,ニワトリ,,
1719,3866,狩り,,
1720,3867,楽しみ,,
1721,3868,胃,,
1722,321,を混同する、を当惑させる,,
1723,3869,18の、(名)18,,
1724,3870,最後の,,
1725,3871,煙、(動)煙草を吸う,,
1726,158,利点、優勢、有利,,
1727,3872,(パンなど)  を焼く,,
1728,334,流れる、(…から)生じる(from)、(名)流れ,,
1729,94,出生地の、原産の、生得の、土着の,,
1730,3873,型、パターン、模様,,
1731,3874,デザイナー,,
1732,163,❲通例~s❳資源、❲通例~s❳資金、才覚,,
1733,3875,ロケット,,
1734,3876,小川,,
1735,3877,タイ,,
1736,3878,雑草,,
1737,533,を(法的に)禁止する、を締め出す,,
1738,3879,炭素,,
1739,7,〜をよく考える、を見なす、について考える,,
1740,530,を掛ける、かかる、を絞首刑にする、垂れ(下が)る,,
1741,2527,市長,,
1742,218,を観察する、に気づく、を遵守する,,
1743,3880,ハワイ人、(形)ハワイ(人[語]の),,
1744,3881,〔昆虫〕蚊,,
1745,3882,ロウソク,,
1746,336,(と)不平[苦情]を言う、訴える,,
1747,3883,〜について議論する,,
1748,3884,恥ずかしい,,
1749,3885,平らな,,
1750,3886,〜を含めて,,
1751,3887,上着、ジャケット,,
1752,3888,試合、〔一本の〕マッチ、(動)（〜と）調和する,,
1753,3889,ボタン,,
1754,3890,〔容量の単位〕リットル,,
1755,3891,まじめに、深刻に,,
1756,3892,〔目上の男性への呼びかけで〕あなたさま,,
1757,191,〜の価値がある、(…する)に値する(doing)、(名)価値,,
1758,3893,写し、コピー、〔同じ本などの〕１冊、(動)〜を写す、複写する,,
1759,230,を展示[陳列]する、を示す、を発揮する、(名)展示品,,
1760,3894,ギリシャ人[語]、(形)ギリシャ(人[語])の,,
1761,3895,天国,,
1762,3896,メダル,,
1763,1923,(に)ぴったり合う、適合する、を(…に)はめ込む(in / into)を(…に)合わせる(to),,
1764,450,器具、楽器(=musical instrument),,
1765,3897,朝鮮[韓国]人[語]、(形)朝鮮[韓国]人[語]の    ,,
1766,3898,シャワー、にわか雨,,
1767,3899,〔舗装された〕歩道,,
1768,120,〜を供給する,,
1769,3900,(大)掃除,,
1770,331,〔機械〕を操作する、〜を手術する、機能する,,
1771,3901,虹,,
1772,3902,〔道路の〕車線,,
1773,3903,絹、絹糸,,
1774,3904,望遠鏡,,
1775,2530,救急車,,
1776,3905,あくび、(動)あくびをする,,
1777,3906,やあ、ちょっと,,
1778,3907,それ自身(を[に]),,
1779,143,産業、工業、勤勉(≒diligence),,
1780,114,進歩する、〜を進歩させる、を進める、進む、(名)進歩,,
1781,308,〜を分ける、分かれる,,
1782,3908,(イヌなどが〕ほえる、(名)(イヌなどの〕ほえ声,,
1783,123,〜のほうを好む,,
1784,3909,趣味,,
1785,2415,筋肉、威力,,
1786,3910,〔複数形で〕麺類,,
1787,3911,速い、素早い,,
1788,3912,浴室、《米》トイレ,,
1789,223,減少する(⇔increase)、〜を減らす,,
1790,2341,困難、苦労,,
1791,3913,〔重量の単位〕グラム,,
1792,106,〜と分かる、〜を認める、を識別できる,,
1793,3914,コウモリ、〔野球などの〕バット,,
1794,3915,吹奏楽団,,
1795,3916,効果的な,,
1796,3917,大部分は、たいてい,,
1797,3918,管弦楽団,,
1798,347,個性、性格,,
1799,3919,太平洋の,,
1800,3920,生徒,,
