id,master_word_id,translation,created_at,updated_at
709,632,(人)を怖がらせる,,
710,624,を当惑させる,,
711,631,を動揺させる、をだめにする,,
712,602,を刺激する,,
713,522,を打ち負かす、(を)打つ、たたく,,
714,2424,［風が］吹く,,
715,1966,〜に怪我をさせる、〜を傷つける、〜を損なう(≒hurt),,
716,527,を治す、を取り除く、(病気が)治る,,
717,534,回復する、を取り戻す,,
718,506,を克服する,,
719,609,をやめる、(場所)を去る,,
720,611,を移す、を伝える、移る、乗り換える,,
721,528,を輸送する、を運ぶ,,
722,634,(を)輸出する(⇔import 輸入する),,
723,633,を輸入する(⇔export (を)輸出する)、を取り入れる,,
724,616,(を)投資する、に(〜を)与える(with),,
725,635,を調査する、を究明する、(〜を)調査する(into),,
726,536,を製造する、をでっち上げる,,
727,605,反応する、化学反応を起こす,,
728,1967,を授与する、を裁定する,,
729,533,を(法的に)禁止する、を締め出す,,
730,832,を禁止する,,
731,1013,を禁じる(⇔permit),,
732,608,を捨てる、を放棄する、断念する,,
733,512,凍る、を凍らせる、(計画・資金など)を凍結する,,
734,2425,〜を持ち上げる,,
735,530,を掛ける、かかる、を絞首刑にする、垂れ(下が)る,,
736,2426,〜を振る,,
737,623,を伸ばす、を広げる、伸びる、及ぶ,,
738,2427,［卵］を産む,,
739,607,じっと見る、を見つめる,,
740,903,じっと見る,,
741,610,をとらえる、をとりこにする,,
742,615,を繁殖させる、育てる、繁殖する,,
743,470,哺乳動物,,
744,2428,類人猿,,
745,2429,昆虫,,
746,1963,乳児、幼児,,
747,474,器官、臓器、組織、(パイプ)オルガン,,
748,361,❲The W-❳ウェブ、(クモの)巣,,
749,376,化石、時代遅れの人[物],,
750,2430,(〜との)戦闘(with / against)、争い,,
751,2431,敵,,
752,560,兵器、武器(≒arms),,
753,2432,腕、(普通~s)武器、兵器,,
754,2433,(普通the〜)陸軍、軍隊,,
755,2434,❲しばしばthe N〜❳海軍,,
756,2435,境界線、国境,,
757,562,(〜に対する)障壁(against / to)、防壁,,
758,469,哲学、原理、人生観,,
759,369,心理学、心理(状態),,
760,549,不安、恐れ、警報装置,,
761,448,害、損害,,
762,559,憂うつ、うつ病、不況、低気圧,,
763,563,不利(な点)、障害、(信用などの)損失,,
764,2436,(〜の)不足(of)(≒lack),,
765,460,在庫品、蓄え、株,,
766,547,貸付金、融資、貸すこと,,
767,543,予算、経費,,
768,542,革新、新機軸,,
769,2437,組合、連合,,
770,2438,(最小)単位、構成部分,,
771,73,材料・原料、資料、生地,,
772,478,物質、実体、趣旨,,
773,467,(漠然と)物、素材、素質,,
774,464,割合、部分、釣り合い,,
775,2439,へり、(刃物の)刃,,
776,477,規範、暗号、法典,,
777,2440,秘密、謎,,
778,580,好奇心の強い、奇妙な,,
779,489,(規則などが)厳しい、厳格な,,
780,2441,(人に;〜について)率直な(with ; about),,
781,2442,ていねいな,,
782,592,攻撃的な、意欲的な,,
783,382,正確な、精密な,,
784,598,正確な、まさにその,,
785,484,適切な、正式の、❲名詞の後ろで❳主要な、(〜に)固有の(to),,
786,591,簡潔な、短い,,
787,588,並はずれた、異常な、驚くべき,,
788,590,融通の利く、柔軟な,,
789,2443,(物事が)快い、楽しい、(人が)感じの良い,,
790,2444,気持ちのよい,,
791,589,安定した(⇔unstable 不安定な)、動じない,,
792,1977,厚い(⇔thin 薄い)、太い、濃い,,
793,2445,薄い,,
794,586,抽象的な(⇔concrete),,
795,783,具体的な(⇔abstract)、有形の,,
796,688,絶対的な(⇔relative 相対的な),,
797,579,主要な、最も重要な、最適な、極上の,,
798,584,必要不可欠な、生き生きした、生命にかかわる,,
799,488,(〜と)反対の(to),,
800,497,(〜に)かまわない、無頓着な(of),,
801,627,を許可する(≒allow)(⇔forbid),,
802,630,ではないかと思う、(人)を疑う,,
803,604,を追求する、に従事する,,
804,724,(の)ふりをする,,
805,637,を計算する、を予測する,,
806,703,を保証する,,
807,717,(事実など)を認める(≒admit)、に謝意を表す,,
808,629,を感動させる、に印象を与える,,
809,709,に促す、を強く主張する、を駆り立てる,,
810,621,を伝える、を運ぶ、運搬する,,
811,535,を祝う、を挙行する,,
812,718,に(〜のことで)敬服[感心]する(for),,
813,708,をささげる,,
814,702,を支配する、(〜より)優勢である(over),,
815,638,を取り除く,,
816,711,を制限する,,
817,712,を孤立させる,,
818,716,を危険にさらす,,
819,721,を確保する、を守る,,
820,617,を予約する、を取っておく、(判断など)を保留するる,,
821,701,を所有している、の心をとらえる,,
822,640,を開始する、を売り出す、を発射する,,
823,707,を感知する、を見つけ出す、に気付く,,
824,726,を逆転させる、を反対にする,,
825,820,を変える、を改宗[転向]させる、を交換する,,
826,2446,急ぐ,,
827,529,急いで行く、性急に行動する、をせき立てる,,
828,2447,〜を転がす,,
829,626,衝突する、墜落する、をぶつけて壊す,,
830,725,を埋める、を埋葬する、を隠す,,
831,2448,［地面・穴］を掘る,,
832,622,を(取り)付ける、を付与する,,
833,704,溶ける、なごむ、を溶かす,,
834,713,に同行する、に付随する,,
835,730,(を)援助する、を手伝う,,
836,628,うまく処理する,,
837,710,を貸す(⇔borrow を借りる)、(人)に(助言、援助など)を与える,,
838,614,を賃借りする、を賃貸しする,,
839,737,に借りがある、のおかげである,,
840,813,(〜に、〜のことで)謝る(to、for)、弁明する,,
841,1230,を許す、を免除する,,
842,2449,言語、舌、言葉遣い,,
843,463,方言,,
844,2450,訛り、方言,,
845,572,植民地、居留地、(動植物の)コロニー,,
846,574,穀物、粒、きめ,,
847,667,収穫(物)、収穫期、漁獲高,,
848,575,材料、成分、(成功の)要因,,
849,869,部分、1人前、割り当て,,
850,2451,飢え、❲a〜❳(〜に対する)渇望(for),,
851,2452,肥満,,
852,647,負担、(重い)義務、積み荷,,
853,550,緊急(事態),,
854,546,借金、負債、恩義 ,,
855,577,契約(書)、協定,,
856,571,顧客(≒customer)、(弁護士などの)依頼人,,
857,642,療法、心理療法,,
858,570,【主に米】医師(≒doctor)、内科医,,
859,551,民主主義、民主政治、民主国家,,
860,2453,選挙,,
861,357,投票、投票結果、❲the~❳選挙権,,
862,554,(〜の)候補(者)(for)、志願者,,
863,552,大臣、(プロテスタント系の)聖職者,,
864,461,会議、協議,,
865,2454,式典,,
866,355,機関、協会、施設、制度,,
867,555,(大)企業、法人,,
868,674,協力、共同,,
869,356,❲通常the ~ties❳(関係)当局、権威、権限,,
870,2455,主題、テーマ,,
871,453,概念、観念、見解、意向,,
872,569,仮説、憶測,,
873,567,規律、しつけ、訓練、懲戒、学問分野,,
874,557,道(筋)、路線、ルート、(〜の)手段(to),,
875,566,決まり切った仕事、いつもの手順,,
876,2456,目的地,,
877,396,家庭の、国内の、(動物が)飼いならされた,,
878,595,民族の、人種の、民族特有の,,
879,596,(〜にとって)異質の(to)、外国の、宇宙人の,,
880,593,(目に)見える(⇔invisible 見えない)、明白な,,
881,679,言葉の、口頭での、動詞の,,
882,383,基本的、必須の,,
883,585,従来の、月並な,,
884,687,関係がある、適切な,,
885,686,理性的な、合理的な,,
886,599,正確な(≒exact)、精密な、まさにその,,
887,683,主要な、資本金の,,
888,499,重要な,,
889,690,永続的な(⇔temporary),,
890,691,強烈な、熱烈な,,
891,685,等しい、相当する,,
892,689,頻繁な,,
893,2457,急な(⇔gradual),,
894,793,一時的な(⇔permanent),,
895,680,内部の(⇔external)、国内の、内面的な,,
896,989,外部の(⇔internal)、対外的な,,
897,582,明らかに異なる、明瞭な,,
898,694,絶滅した、廃止された,,
899,2458,疲れ果てた(≒tired)、使い尽くされた,,
900,693,邪悪な、有害な,,
901,812,に挨拶する、を迎える,,
902,2459,おしゃべりをする,,
903,803,と述べる、 (〜について)意見を述べる(on / upon),,
904,1512,(声)を発する、 (考えなど)を述べる,,
905,808,を命じる、を指揮する、(景色)を見渡せる,,
906,720,を宣言する、を申告する,,
907,911,を発音する、を宣言する,,
908,825,一致する、(〜に)相当する(to)、文通する,,
909,729,をまねる、を模造する,,
910,731,に似ている,,
911,806,示す、見せる、を展示する,,
912,807,を(〜に)分配する(to)、(受身形で)分布する,,
913,723,(結果など)を(〜に)帰する(to),,
914,719,を評価する、を査定する,,
915,801,を評価する、を査定する,,
916,817,に値する,,
917,2460,の重さがある、の重さを量る,,
918,2461,を強くする(⇔weaken)、強くなる,,
919,2462,を弱める(⇔strengthen)、弱まる,,
920,802,賛成する、を承認する,,
921,739,を割り当てる、を(〜に)配属する(to),,
922,738,を持続させる、を支える,,
923,740,を成し遂げる,,
924,815,を和げる、(受身形で)(~して)安心する(to do)、を解放する ,,
925,814,をいらだたせる、(計画・希望など)を挫折させる,,
926,728,をおびえさせる、を脅す,,
927,727,に抵抗する、 (通例否定文で)を我慢する,,
928,736,(に)抗議する、を主張する,,
929,2463,を閉める(≒close)、閉まる,,
930,819,を負かす(≒beat)、を失敗させる,,
931,733,をおろそかにする、怠る、を無視する,,
932,732,(〜から)引退する、退職する(from)、退く,,
933,735,を改革する、を改心させる,,
934,734,崩壊する、(人が)倒れる、を折り畳む,,
935,836,をだめにする、を破滅させる、破滅する,,
936,2464,沈む(⇔float)、を沈める,,
937,811,を積み重ねる、積み重なる,,
938,816,由来する、を引き出す、を推論する,,
939,805,をもたらす、を産出する、を(〜に)譲る(to)、 (〜に)屈する(to),,
940,809,(空間・時間)を占める、を占領する,,
941,2465,〜を包む,,
942,838,を受け入れる、 (を)抱擁する、を包含する,,
943,2466,(物や時間の)長さ,,
944,2467,高度、身長、高さ,,
945,2468,(総)量、体積、容積、音量、(本などの)巻,,
946,646,(金)額、合計、要点,,
947,659,枠、(額)縁、骨組み、体格,,
948,663,境界(線)、❲通例 ~ies❳限界,,
949,665,地区、行政区,,
950,662,領土、(活動の) 領域、(動物の)テリトリー,,
951,2469,正方形,,
952,2470,帝国,,
953,743,遺産,,
954,544,料金、謝礼,,
955,672,割引,,
956,2471,慈善（行為）,,
957,744,使命、(外交)使節団、布教,,
958,750,職業、専門職、同業者仲間,,
959,2472,奴隷,,
960,645,目撃者(≒eyewitness)、証人、証拠、証言,,
961,644,出来事、事件、紛争,,
962,658,保険、保険料、保険金,,
963,578,福祉、幸福,,
964,576,宝物、財宝、財産,,
965,2473,余暇,,
966,650,優先(事項),,
967,678,評判、名声,,
968,649,光栄・名誉(⇔dishonor 不名誉)、敬意,,
969,2474,像、彫像,,
970,862,建築、建築様式、構造,,
971,651,論理、道理、論理学,,
972,2475,仕組み、機械装置,,
973,654,(〜の)手がかり(to / about)、 (パズルの)ヒント,,
974,757,❲単数・複数扱い❳手段、❲複数扱い❳資力、収入,,
975,669,わな、苦境,,
976,670,こつ、策略、いたずら、芸当,,
977,761,警備員、警備隊、監視、警戒,,
978,1088,無罪の(⇔guilty)、無邪気な、無知の,,
979,794,罪悪感のある、 (〜について)有罪の(of),,
980,697,無礼な(⇔polite 礼儀正しい)、粗野な,,
981,2476,内気な,,
982,782,自由主義の、寛大な、一般教養の,,
983,2477,愚かな、ばかげた,,
984,792,気が進まない、嫌がる(⇔willing),,
985,879,寛大な、気前のよい(⇔stingy)、豊富な,,
986,998,謙虚な(≒humble)、適度な、質素な,,
987,2478,(孤独で)寂しい,,
988,796,純粋な、潔白な、全くの,,
989,2479,豪華な、雄大な、すばらしい,,
990,799,十分な、適切な(⇔inadequate 不適切な),,
991,791,明白な、一見〜らしい,,
992,781,第一級の、典型的な、定番の,,
993,682,(〜から)遠く離れた(from)、かけ離れた,,
994,681,しっかりした、硬い、固体の,,
995,696,生の、未加工の,,
996,789,明らかな、平易な、飾りのない、率直な,,
997,786,原始的な、未開の,,
998,898,着実な、一定の、安定した,,
999,784,わずかな、取るに足らない,,
1000,788,微妙な、(気体などが)希薄な,,
1001,822,を喜ばせる、(〜を)大いに喜ぶ(in),,
1002,919,を楽しませる、をもてなす,,
1003,940,を実現させる、を果たす、を満たす,,
1004,2480,（〜を）応援する,,
1005,1207,をおもしろがらせる、を楽しませる,,
1006,923,を予期する、楽しみに待つ,,
1007,938,に立ち向かう、 (困難などが)に立ちはだかる,,
1008,937,を経験する、(手術など)を受ける、に耐える,,
1009,936,を超える、に勝る,,
1010,906,を圧倒する、を(精神的に)打ちのめす,,
1011,2481,（〜を）撃つ,,
1012,2482,を殺害する,,
1013,1226,から(金品を)奪う,,
1014,1025,から(権利などを)奪う,,
1015,831,から(〜を)取り除く(of)、除去する(of),,
1016,830,を中断させる、 (の)邪魔をする,,
1017,920,干渉する、介入する、邪魔する,,
1018,1029,をいじめる、を脅す,,
1019,837,防御する、を弁護する,,
1020,827,を救う,,
1021,1122,を非難する、を告訴する,,
1022,902,を告訴する、(〜を求めて)訴訟を起こす(for),,
1023,907,歩き回る、それる、はぐれる,,
1024,901,(を)追跡する、(を)追求する,,
1025,1004,を逮捕する、を止める、 (注意)を引く,,
1026,928,を提出する、❲submit oneselfで❳(…に)従う(to),,
1027,835,を罰する、に損傷を与える,,
1028,828,を解決する、を決意する、を議決する,,
1029,924,を正当化する,,
1030,913,を回復させる、を修復する,,
1031,839,を修正する、を緩和する,,
1032,826,を課す、を押し付ける,,
1033,833,を構成する、を創作する、を鎮静する,,
1034,927,を分類する、を機密扱いにする,,
1035,910,を代わりに使う、 (…の)代理をする(for),,
1036,912,縮む、縮小する、減少する、ひるむ,,
1037,930,傾く、寄りかかる、をもたせかける,,
1038,932,を折り畳む、(両腕)を組む、(折り)畳める,,
1039,905,に積む、に負わせる,,
1040,909,注ぐ、激しく降る、押し寄せる,,
1041,908,浮かぶ、漂う、を浮かべる,,
1042,2483,輝く,,
1043,751,編集者、編集長,,
1044,2484,❲集合的に❳詩(≒poems),,
1045,776,(使)用法、語法、習慣,,
1046,772,(社会・経済などの)部門、分野、(都市内の)地域,,
1047,845,期間、範囲,,
1048,742,読み書きの能力、(特定分野の)知識,,
1049,643,症状、兆候(≒sign),,
1050,843,段階、曲面、側面,,
1051,657,(外科)手術、外科、外科医学,,
1052,656,ウイルス、(感染症の)病原体,,
1053,2485,毒、有害な物,,
1054,749,たんぱく質,,
1055,766,液体,,
1056,2486,酸素,,
1057,753,地球(≒earth)、世界、球,,
1058,2487,極(地)、棒,,
1059,2488,谷,,
1060,666,(動植物などの)保護、保存,,
1061,773,チャンネル、伝達経路、海峡,,
1062,774,氷河,,
1063,2489,(〜の)先駆者、パイオニア(of / in)、(未開地の)開拓者,,
1064,860,見込み、❲~s❳(未来への)展望、有望な人 ,,
1065,842,(〜への)熱情、熱意(for),,
1066,841,情熱、熱中、激怒,,
1067,777,財産、幸運(≒luck)、運命,,
1068,861,(〜に対する)障害(物)(to),,
1069,768,(〜に対する)偏見(against)(≒bias),,
1070,769,公正、正義、司法,,
1071,762,(試合・論争などの)相手、反対者,,
1072,756,犠牲、いけにえ,,
1073,671,(通例 one's ~)責任、欠点、誤り,,
1074,2490,刑務所(≒jail),,
1075,661,避難(所)、保護,,
1076,2491,委員会、(全)委員,,
1077,873,儀式、(日常の)習慣的行為,,
1078,899,成熟した(⇔immature 未熟な)、熟した,,
1079,1082,適度な、穏健な,,
1080,984,中立の、(特徴、表情などが)はっきりしない,,
1081,882,楽観的な(⇔pessimistic),,
1082,1593,悲観的な(⇔optimistic),,
1083,980,急進的な、根本的な,,
1084,883,粗い、大まかな、乱暴な,,
1085,2492,滑らかな(⇔rough)、大まかな、粗野な、荒っぽい,,
1086,988,流ちょうな,,
1087,881,何気ない、形式ばらない,,
1088,891,即時の、すぐの、即席の,,
1089,797,信じられない、すばらしい,,
1090,888,本物の(≒real、authentic),,
1091,880,貴重な、高価な(≒valuable),,
1092,979,卓越した、目立つ,,
1093,2493,目の見えない,,
1094,887,耳が聞こえない(≒hard of hearing),,
1095,894,厳しい、(光・色・味などが)不快な,,
1096,981,即座の、迅速な,,
1097,896,避けられない,,
1098,790,海の、船舶の,,
1099,699,熱帯の,,
1100,885,北極の(⇔Antarctic 南極の),,
1101,1008,を予想[予測]する,,
1102,1524,(と)推測する、投機する,,
1103,1109,と確信する、断言する、(金などを)かける,,
1104,1017,を引用する、を引き合いに出す,,
1105,939,(に)相談する、を参照する,,
1106,1018,に異議を唱える、 (を)議論する,,
1107,1108,を蓄積する、集める、積もる,,
1108,1002,を把握[理解]する、をしっかり握る,,
1109,1113,を握る、をとらえる,,
1110,1428,をつかむ、を奪い取る、を没収する,,
1111,1420,を理解する,,
1112,1111,を構成する、になる、に等しい,,
1113,1107,を強化する、を補強する,,
1114,1106,(好ましくない手段に)訴える、頼る(to),,
1115,1003,を寄付する、(臓器・血液)を提供する,,
1116,1023,に従う、に服従する,,
1117,1039,をささげる、を献呈する,,
1118,1028,を伝える、(電波・信号など)を送る,,
1119,1040,に備えつける,,
1120,1105,を縛る、を束縛する、を結びつける,,
1121,804,(危険)を引き起こす、(問題など)を提起する、ポーズを取る、(〜を)装う(as),,
1122,929,(一時的に)中止する、(一瞬)立ち止まる,,
1123,934,躊躇する、ためらう,,
1124,1007,を分割する、分担する、分裂する,,
1125,1024,を曲げる、を屈服させる、曲がる,,
1126,1006,を軽くたたく、(液体)を出す、を盗聴する,,
1127,2494,〜を沸かす、〜を茹でる、沸騰する,,
1128,1034,おじぎする、屈服する,,
1129,1116,を隠す(≒hide)、を秘密にする(⇔uncover),,
1130,1436,❲~ of で❳を処分する、を(…する)気にさせる(to do)、を配置する,,
1131,1021,をだます、不正をする,,
1132,1020,(注意など)をそらす,,
1133,1009,を除外する(⇔include),,
1134,1031,を驚かす,,
1135,1032,をぞくぞくさせる、わくわくする,,
1136,1030,跳ぶ、さっと動く、急上昇する,,
1137,1134,を延期する(≒put off),,
1138,1114,(意見など)を退ける、を解雇する,,
1139,1536,(を)辞任する、を放棄する,,
1140,1218,を引き出す、を撤回する、撤退する,,
1141,1115,薄れる、衰える,,
1142,1123,消える(≒disappear),,
1143,2495,大陸,,
1144,947,❲the ~❳地理、地理学,,
1145,973,生態学、生態系、環境保護,,
1146,1968,住民、生息動物,,
1147,2496,郊外,,
1148,2497,家具,,
1149,2498,冷蔵庫,,
1150,2499,生ごみ,,
1151,2500,くず,,
1152,1984,ごみ、乱雑な状態,,
1153,1981,痕跡、微量,,
1154,755,列、(建物が並ぶ)通り,,
1155,849,核心、芯,,
1156,847,軌道、(活動、勢力などの)範囲,,
1157,966,星雲、銀河、❲the G〜❳銀河系,,
1158,568,作り話、神話,,
1159,857,(〜への)信頼(in)、信仰(心),,
1160,741,知恵、賢明さ、学識,,
1161,2501,"(〜に対する、…する)義務(to, todo)",,
1162,941,特権、特典,,
1163,865,(〜に対する)差別(against)、区別,,
1164,978,(〜に対する)野望、願望(for)、野心,,
1165,864,錯覚、思い違い、幻想,,
1166,856,本能、勘、直感(自然に起こる)衝動,,
1167,866,恥、残心なこと,,
1168,855,ユーモア、気分、機嫌、気質,,
1169,858,勇気,,
1170,1044,同情、 (〜に対する)共感(with / for),,
1171,955,悲劇(的な事態)(⇔comedy),,
1172,954,運命、結末、最期,,
1173,1374,運命,,
1174,952,乱用、虐待,,
1175,958,(銃弾・刃物などによる)傷、痛手,,
1176,2502,熱、発熱、(〜に対する)熱狂(for),,
1177,852,感染(症),,
1178,1084,勇敢な(⇔cowardly 臆病な)、見事な,,
1179,1085,すばらしい、才能にあふれた、きらめく,,
1180,2503,(〜に)優しい(with)、穏やかな,,
1181,1184,高貴な、堂々とした、高潔な,,
1182,795,王の,,
1183,1098,神聖な(≒holly)、宗教的な、厳粛な,,
1184,2030,神聖な、信仰心の厚い,,
1185,1279,そこそこの、きちんとした、上品な,,
1186,1079,感謝している,,
1187,2504,(〜を)好む(of),,
1188,2008,利己的な(≒self-centered),,
1189,1093,気まずい、ぎこちない、厄介な,,
1190,991,ひどい、嫌な、ものすごい,,
1191,886,究極の,,
1192,1083,活動的な、精力的な、動的な(⇔static),,
1193,1086,途方もない、莫大な、すばらしい,,
1194,1192,豊富な、(〜に)富む(in),,
1195,2505,退屈な(≒boring)、鈍い(⇔sharp),,
1196,996,緊急の,,
1197,892,余分の、予備の,,
1198,2506,(服・靴などが)きつい(⇔loose)、しっかりした,,
1199,1090,浅い(⇔deep 深い)、浅薄な,,
1200,1396,表面的な,,
1201,1313,(と)ささやく,,
1202,1314,叫ぶ、どなる,,
1203,2507,叫び声を上げる,,
1204,1033,うなずく、会釈する、うとうとする,,
1205,1118,(を)飲み込む、をうのみにする、に耐える,,
1206,1219,あくびをする,,
1207,1997,咳をする,,
1208,2508,を抱きしめる,,
1209,1126,(を)掃く、を一掃する、さっと通過する,,
1210,1124,を磨く、を洗練させる,,
1211,1133,を装飾する,,
1212,1321,を捨て去る、 (光など)を放つ、 (涙、血)を流す,,
1213,1214,を引きずる、ぐずぐずする,,
1214,1128,を台無しにする、を甘やかす、ためになる,,
1215,1011,破裂する、(〜を)突然始める(into),,
1216,1130,爆発する、急増する、を論破する,,
1217,1136,compromise,,
1218,1121,(を)誇張する、を強調する,,
1219,1237,を活用する、を搾取する、につけ込む,,
1220,1324,を利用する(≒make use of),,
1221,1223,をいらいらさせる、をひりひりさせる,,
1222,1224,を侮辱する(≒affront),,
1223,1309,をだます(≒take in),,
1224,1307,を侵害する、(規則)を破る,,
1225,1131,をむかつかせる、に愛想を尽かせる,,
1226,824,に耐える(≒put up with)、(に)持ちこたえる,,
1227,1532,を許容する、我慢する(≒put up with),,
1228,1228,を停職[停学、出場停止]にする、を一時的に中断する,,
1229,1135,をやめる、終わる,,
1230,1526,を任命する、(日時・場所など)を指定する,,
1231,1112,を引き受ける、を保証する、に着手する,,
1232,1608,を追い抜く、に追いつく(≒catch up with)、(災難・強い感情などが)を襲う,,
1233,1101,進む、進行する、(〜を)続行する(with),,
1234,1132,通勤[通学]する,,
1235,1208,繁栄する、繁茂する、を振りかざす,,
1236,1209,繁栄する、うまくいく、繁茂する,,
1237,1204,危険を冒して進む、思い切ってする,,
1238,1206,(人)を慣れさせる,,
1239,1140,(人・動物・植物)を育てる(≒raise),,
1240,1139,を受け継ぐ、を引き継ぐ,,
1241,1305,花が咲く(≒bloom)、発展する,,
1242,1202,を尊敬する、を見なす,,
1243,3554,商人,,
1244,1969,料金、謝礼,,
1245,2509,航海、宇宙旅行,,
1246,2510,❲集合的に❳乗組員(全員)、乗務員(全員),,
1247,2511,❲集合的に❳(旅行の)手荷物,,
1248,2512,❲the〜❳水平線、地平線,,
1249,2513,稲光、稲妻,,
1250,2514,夜明け、❲the〜❳始まり,,
1251,1670,天文学,,
1252,573,統計、統計学,,
1253,943,側面、局面、次元、寸法,,
1254,1056,能力、機能、学部、教授陣,,
1255,1057,計画(≒plan)、体系、陰謀,,
1256,2515,見地,,
1257,1144,生産(高)、出力、排出(量),,
1258,1461,見解、見通し、眺め,,
1259,1367,【主に米】授業料(=【英】tuition fees)、 (個人)指導,,
1260,1364,ことわざ(≒saying),,
1261,1770,伝記,,
1262,1069,物語、話、(小説の)叙述部分、地の文,,
1263,2516,(書物などの)章,,
1264,2517,ひも、糸、(〜の)一続き(of),,
1265,2518,札、値札,,
1266,2519,(昔の / 発展途上国の)小作農,,
1267,2520,家畜(類),,
1268,1259,飢饉、(食糧・物資の)ひどい不足,,
1269,1065,疲労(≒exhaustion),,
1270,1274,動機,,
1271,2521,汗,,
1272,2522,❲普通~s❳(能力・年齢などが)同等の人、仲間,,
1273,763,(〜を)ちらっと見ること(at),,
1274,1655,ちらりと見えること,,
1275,871,ぜいたく(品)、❲形容詞的に❳豪華な,,
1276,1994,繁栄,,
1277,1165,名声,,
1278,999,熱心な、鋭敏な、(感情・関心などが)強い,,
1279,1200,傾向がある、傾いた,,
1280,1280,有能な、適任の、満足できる,,
1281,493,よりすぐれた(⇔inferior),,
1282,1092,より劣った(⇔superior よりすぐれた),,
1283,993,残酷な、むごい,,
1284,1091,無関心な(≒uninterested),,
1285,1293,恥じて,,
1286,2029,大胆な、厚かましい,,
1287,1195,ばかげた、法外な,,
1288,2000,醜い、険悪な,,
1289,2523,青白い、(色が)淡い,,
1290,1932,男性の(⇔femle 女性の)、男らしい,,
1291,889,体[手]を使う、手の、手動式の,,
1292,983,相互の、共通の,,
1293,1283,繊細な、扱いにくい、もろい,,
1294,1287,故意の、慎重な,,
1295,1391,徐々の、緩やかな,,
1296,2524,緩い(⇔tight)、解き放たれた,,
1297,1182,苦い、つらい、辛辣な、怒りっぽい,,
1298,1291,穏やかな、(程度が)軽い,,
1299,1179,密集した、密度の高い、(霧などが)濃い,,
1300,1187,張り詰めた、緊張した,,
1301,1540,(を)思いつく、と想像する、(を)妊娠する,,
1302,1535,(を)告白する,,
1303,1503,順応する、一致する,,
1304,1331,の気分を害する、 (に)違反する,,
1305,1533,をうらやむ,,
1306,1329,を誇る、(を)自慢する,,
1307,1328,あえて[思い切って]…する,,
1308,1316,を限定する、❲通例受身形で❳閉じ込められる,,
1309,1412,と矛盾する、に反対意見を言う,,
1310,1338,補償する(≒make up)、に償う,,
1311,1621,同時に起こる、一致する,,
1312,1301,に自信を持って言う、を保証する,,
1313,1406,を獲得する、達成する、に達する,,
1314,1627,(を)尋ねる,,
1315,1508,を侵略する、を侵害する、(場所)に殺到する,,
1316,1404,を征服する、を克服する,,
1317,1038,続く、固執する,,
1318,2525,(一定期間)続く(≒continue)、長持ちする,,
1319,1720,を放棄する、を引き渡す、(〜に)屈する(to)、,,
1320,1628,をうっかり表す、を裏切る,,
1321,1326,に負担をかける、を緊張させる、を漉す,,
1322,1513,控える,,
1323,1216,をまき散らす、分散する,,
1324,1222,をこぼす、こぼれる,,
1325,1340,普及している、支配的である、(〜に)打ち勝つ(over),,
1326,1311,飢える、(〜を)渇望する(for)、を飢えさせる,,
1327,1511,を消化する、を理解する、を要約する,,
1328,1431,を(〜に)変装させる(as)、を偽る,,
1329,1435,を[から]取り去る、を裸にする,,
1330,1410,を引っかく、を取り消す、削除する,,
1331,2022,【米】を風呂に入れる、を浸す,,
1332,1519,を浸す、をずぶぬれにする、浸る,,
1333,1520,をかき回す、を揺り動かす,,
1334,235,(ねじなど)を巻く、(道などが)曲がりくねる、巻きつく,,
1335,1012,(人・傷など)を治す、治る,,
1336,1626,を編む、を結合する、編み物をする,,
1337,2033,を縫う、縫い物をする,,
1338,1221,を染める、染まる,,
1339,1417,に(〜を)切に頼む(for)、 (を)懇願する,,
1340,1534,(を)祈る,,
1341,2093,(人)を(…のことで)祝う(on),,
1342,2526,頂上、(先進国)首脳会談[会議],,
1343,2527,市長,,
1344,1982,秘書、事務官、【米】長官,,
1345,876,(地方)議会、評議会、(公の)会議,,
1346,948,(専門家の)一団、討論者一同、羽目板,,
1347,1053,陪審(員団)、審査員団,,
1348,2528,(〜との)口論(with / between),,
1349,764,離婚、分離,,
1350,2529,泥棒,,
1351,1846,避難(所)、保護,,
1352,1856,慈悲、❲通例 a ~❳幸運,,
1353,1151,用心、警告,,
1354,1255,残念なこと、哀れみ,,
1355,1662,悲しみ,,
1356,1373,深い悲しみ,,
1357,1557,絶望,,
1358,1360,自殺、自殺的行為,,
1359,2530,救急車,,
1360,1453,葬式,,
1361,1173,墓、❲通例 the ~❳死,,
1362,1078,美徳(⇔vice)、長所、効能,,
1363,2531,伝説,,
1364,1743,名声、 ❲形容詞的に❳名声のある,,
1365,2069,栄光、壮観,,
1366,1342,尊厳、威厳,,
1367,1378,崇拝、礼拝(式)、賛美,,
1368,1343,(判断、評価の)基準,,
1369,1275,同意、承諾,,
1370,1463,勝利、勝利の喜び、偉業,,
1371,1470,循環、流通、 (新聞・雑誌の)発行部数,,
1372,1043,利点(⇔demerit 欠点)、功績、真価,,
1373,1242,食欲、欲求,,
1374,1058,栄養(の摂取),,
1375,2012,腐敗(した状態)、衰退,,
1376,2532,原子,,
1377,2533,好況、ブーム、(人気などの)急上昇,,
1378,1080,妥当な(⇔invalid 妥当でない)、有効な,,
1379,96,予定された、、(支払)期日で、しかるべき,,
