id,id19,waiTranslate,created_at,updated_at
682,682,(〜から)遠く離れた(from)、かけ離れた,,
683,683,主要な、資本金の,,
684,684,高性能の、精巧な、洗練された,,
685,685,等しい、相当する,,
686,686,理性的な、合理的な,,
687,687,関係がある、適切な,,
688,688,絶対的な(⇔relative 相対的な),,
689,689,頻繁な,,
690,690,永続的な(⇔temporary),,
691,691,強烈な、熱烈な,,
692,692,意味のある,,
693,693,邪悪な、有害な,,
694,694,絶滅した、廃止された,,
695,695,無作為な、手当たり次第の,,
696,696,生の、未加工の,,
697,697,無礼な(⇔polite 礼儀正しい)、粗野な,,
698,698,単なる、ほんの,,
699,699,熱帯の,,
700,700,前へ、先へ、それ以降,,
701,701,を所有している、の心をとらえる,,
702,702,を支配する、(〜より)優勢である(over),,
703,703,を保証する,,
704,704,溶ける、なごむ、を溶かす,,
705,705,に恥ずかしい思いをさせる,,
706,706,(人)にやる気をなくさせる、を落胆させる(⇔encourage),,
707,707,を感知する、を見つけ出す、に気付く,,
708,708,をささげる,,
709,709,に促す、を強く主張する、を駆り立てる,,
710,710,を貸す(⇔borrow を借りる)、(人)に(助言、援助など)を与える,,
711,711,を制限する,,
712,711,を孤立させる,,
713,713,に同行する、に付随する,,
714,714,を疲れ果てさせる、を使い尽くす、排気する,,
715,715,を悩ます、(受身形で)腹が立っ,,
716,716,を危険にさらす,,
717,717,(事実など)を認める(≒admit)、に謝意を表す,,
718,718,に(〜のことで)敬服[感心]する(for),,
719,719,を評価する、を査定する,,
720,720,を宣言する、を申告する,,
721,721,を確保する、を守る,,
722,722,専門とする、【英】(〜を)専攻する(in)(≒【米】major),,
723,723,(結果など)を(〜に)帰する(to),,
724,724,(の)ふりをする,,
725,725,を埋める、を埋葬する、を隠す,,
726,726,を逆転させる、を反対にする,,
727,727,に抵抗する、 (通例否定文で)を我慢する,,
728,728,をおびえさせる、を脅す,,
729,729,をまねる、を模造する,,
730,730,(を)援助する、を手伝う,,
731,731,に似ている,,
732,732,(〜から)引退する、退職する(from)、退く,,
733,733,をおろそかにする、怠る、を無視する,,
734,734,崩壊する、(人が)倒れる、を折り畳む,,
735,735,を改革する、を改心させる,,
736,736,(に)抗議する、を主張する,,
737,737,に借りがある、のおかげである,,
738,738,を持続させる、を支える,,
739,739,を割り当てる、を(〜に)配属する(to),,
740,740,を成し遂げる,,
741,741,知恵、賢明さ、学識,,
742,742,読み書きの能力、(特定分野の)知識,,
743,743,遺産,,
744,744,使命、(外交)使節団、布教,,
745,745,免許(証)、許可,,
746,746,❲通例 the ~❳❲集合的に❳工リート,,
747,747,層,,
748,748,モーター、原動力,,
749,749,たんぱく質,,
750,750,職業、専門職、同業者仲間,,
751,751,編集者、編集長,,
752,752,仲介者、代理人、薬剤,,
753,753,地球(≒earth)、世界、球,,
754,754,避難所、保護区、港,,
755,755,列、(建物が並ぶ)通り,,
756,756,犠牲、いけにえ,,
757,757,❲単数・複数扱い❳手段、❲複数扱い❳資力、収入,,
758,758,集まり、(議会の)会期、 (開会中の)議会,,
759,759,(競技)連盟、同盟,,
760,760,コンテスト、競技(会)、争い,,
761,761,警備員、警備隊、監視、警戒,,
762,762,(試合・論争などの)相手、反対者,,
763,763,(〜を)ちらっと見ること(at),,
764,764,離婚、分離,,
765,765,(生物の)組織、ティッシュペーパー,,
766,766,液体,,
767,767,不平等、不公平な事柄,,
768,768,(〜に対する)偏見(against)(≒bias),,
769,769,公正、正義、司法,,
770,770,指針、ガイドライン、指導基準,,
771,771,プラットフォーム、演壇、舞台,,
772,772,(社会・経済などの)部門、分野、(都市内の)地域,,
773,773,チャンネル、伝達経路、海峡,,
774,774,氷河,,
775,775,霊長目の動物,,
776,776,(使)用法、語法、習慣,,
777,777,財産、幸運(≒luck)、運命,,
778,778,相互関係、相関(関係),,
779,779,芸術的な,,
780,780,文学の、文語の(⇔colloquial ロ語体の),,
781,781,第一級の、典型的な、定番の,,
782,782,自由主義の、寛大な、一般教養の,,
783,783,具体的な(⇔abstract)、有形の,,
784,784,わずかな、取るに足らない,,
785,785,連邦(政府)の,,
786,786,原始的な、未開の,,
787,787,(〜)不慣れな(with)、(〜に)(よく)知られていない(to),,
788,788,微妙な、(気体などが)希薄な,,
789,789,明らかな、平易な、飾りのない、率直な,,
790,790,海の、船舶の,,
791,791,明白な、一見〜らしい,,
792,792,気が進まない、嫌がる(⇔willing),,
793,793,一時的な(⇔permanent),,
794,794,罪悪感のある、 (〜について)有罪の(of),,
795,795,王の,,
796,796,純粋な、潔白な、全くの,,
797,797,信じられない、すばらしい,,
798,798,(〜を)熱望して(for)、熱心な,,
799,799,十分な、適切な(⇔inadequate 不適切な),,
800,800,〜経由で、〜の媒介で,,
801,801,を評価する、を査定する,,
802,802,賛成する、を承認する,,
803,803,と述べる、 (〜について)意見を述べる(on / upon),,
804,804,(危険)を引き起こす、(問題など)を提起する、ポーズを取る、(〜を)装う(as),,
805,805,をもたらす、を産出する、を(〜に)譲る(to)、 (〜に)屈する(to),,
806,806,示す、見せる、を展示する,,
807,807,を(〜に)分配する(to)、(受身形で)分布する,,
808,808,を命じる、を指揮する、(景色)を見渡せる,,
809,809,(空間・時間)を占める、を占領する,,
810,810,ひょいと動く、不意に現れる、ポンとはじける,,
811,811,を積み重ねる、積み重なる,,
812,812,に挨拶する、を迎える,,
813,813,(〜に、〜のことで)謝る(to、for)、弁明する,,
814,814,をいらだたせる、(計画・希望など)を挫折させる,,
815,815,を和げる、(受身形で)(~して)安心する(to do)、を解放する ,,
816,816,由来する、を引き出す、を推論する,,
817,817,に値する,,
818,818,(〜を)じっと見る(at / into)   ,,
819,819,を負かす(≒beat)、を失敗させる,,
820,820,を変える、を改宗[転向]させる、を交換する,,
821,821,と結婚する、を(〜と)結婚させる(to),,
822,822,を喜ばせる、(〜を)大いに喜ぶ(in),,
823,823,を押し上げる、を増加させる,,
824,824,に耐える(≒put up with)、(に)持ちこたえる,,
825,825,一致する、(〜に)相当する(to)、文通する,,
826,826,を課す、を押し付ける,,
827,827,を救う,,
828,828,を解決する、を決意する、を議決する,,
829,829,を記録する、登録する、(〜に)登録する(for),,
830,830,を中断させる、 (の)邪魔をする,,
831,831,から(〜を)取り除く(of)、除去する(of),,
832,832,を禁止する,,
833,833,を構成する、を創作する、を鎮静する,,
834,834,(を)誤解する,,
835,835,を罰する、に損傷を与える,,
836,836,をだめにする、を破滅させる、破滅する,,
837,837,防御する、を弁護する,,
838,838,を受け入れる、 (を)抱擁する、を包含する,,
839,839,を修正する、を緩和する,,
840,840,(人)に資格を与える、資格がある,,
841,841,情熱、熱中、激怒,,
842,842,(〜への)熱情、熱意(for),,
843,843,段階、曲面、側面,,
844,844,方式、気分、形態、流行,,
845,845,期間、範囲,,
846,846,重力、引力、重量、重大さ,,
847,847,軌道、(活動、勢力などの)範囲,,
848,848,小惑星(≒minor planet)、ヒトデ(≒starfish),,
849,849,核心、芯,,
850,850,精神、魂、霊魂、生気,,
851,851,神経、❲~s❳神経過敏、(…する)度胸(to do),,
852,852,感染(症),,
853,853,【主に米】モール、ショッピングセンター,,
854,854,❲~ies❳食料雑貨、食料雑貨店,,
855,855,ユーモア、気分、機嫌、気質,,
856,856,本能、勘、直感(自然に起こる)衝動,,
857,857,(〜への)信頼(in)、信仰(心),,
858,858,勇気,,
859,859,動機(付け)、報奨金,,
860,860,見込み、❲~s❳(未来への)展望、有望な人 ,,
861,861,(〜に対する)障害(物)(to),,
862,862,建築、建築様式、構造,,
863,863,(草木の)茎、幹,,
864,864,錯覚、思い違い、幻想,,
865,865,(〜に対する)差別(against)、区別,,
866,866,恥、残心なこと,,
867,867,干ばっ、(慢性的な)不足,,
868,868,風味、特色,,
869,869,部分、1人前、割り当て,,
870,870,調理法、レシピ、手順、秘訣,,
871,871,ぜいたく(品)、❲形容詞的に❳豪華な,,
872,872,小片、破片、欠けた場所、集積回路,,
873,873,儀式、(日常の)習慣的行為,,
874,874,❲for the ~ ofで❳のために、の目的で、に免じて,,
875,875,(日本の)県、府、(フランスなどの)県,,
876,876,(地方)議会、評議会、(公の)会議,,
877,877,管理(部)、行政、政府(機関),,
878,878,教育課程、カリキュラム,,
879,879,寛大な、気前のよい(⇔stingy)、豊富な,,
880,879,貴重な、高価な(≒valuable),,
881,880,何気ない、形式ばらない,,
882,882,楽観的な(⇔pessimistic),,
883,883,粗い、大まかな、乱暴な,,
884,884,不愉快な、不親切な、乱暴な,,
885,885,北極の(⇔Antarctic 南極の),,
886,886,究極の,,
887,887,耳が聞こえない(≒hard of hearing),,
888,888,本物の(≒real、authentic),,
889,889,体[手]を使う、手の、手動式の,,
890,890,機械の、機械的な,,
891,891,即時の、すぐの、即席の,,
892,892,余分の、予備の,,
893,893,(〜に対して)免疫を持つ(to)、(〜を)免れた(from),,
894,894,厳しい、(光・色・味などが)不快な,,
895,895,集団の、共同の,,
896,896,避けられない,,
897,897,重大な、深い、難解な,,
898,898,着実な、一定の、安定した,,
899,899,成熟した(⇔immature 未熟な)、熟した,,
900,900,同様に(≒in the same way),,
901,901,(を)追跡する、(を)追求する,,
902,902,を告訴する、(〜を求めて)訴訟を起こす(for),,
903,903,じっと見る,,
904,904,滑る、滑り落ちる、そっと動く,,
905,905,に積む、に負わせる,,
906,906,を圧倒する、を(精神的に)打ちのめす,,
907,907,歩き回る、それる、はぐれる,,
908,908,浮かぶ、漂う、を浮かべる,,
909,909,注ぐ、激しく降る、押し寄せる,,
910,910,を代わりに使う、 (…の)代理をする(for),,
911,911,を発音する、を宣言する,,
912,912,縮む、縮小する、減少する、ひるむ,,
913,913,を回復させる、を修復する,,
914,914,を引き起こす、きっかけとなる,,
915,915,をつかむ、を横取りする、を急いで食べる,,
916,916,を保持する、を覚えている,,
917,917,を複製する、を繁殖させる、繁殖する,,
918,918,上下に動く、急に動く、を上下に動かす,,
919,919,を楽しませる、をもてなす,,
920,919,干渉する、介入する、邪魔する,,
921,921,を養う、を耕す、を栽培する,,
922,922,の根底にある,,
923,923,を予期する、楽しみに待つ,,
924,924,を正当化する,,
925,925,を規制する、を調整する,,
926,926,を走査[スキャン]する、をざっと見る、を注意深く調べる,,
927,927,を分類する、を機密扱いにする,,
928,928,を提出する、❲submit oneselfで❳(…に)従う(to),,
929,929,(一時的に)中止する、(一瞬)立ち止まる,,
930,930,傾く、寄りかかる、をもたせかける,,
931,931,ぶつかる、をぶつける,,
932,932,を折り畳む、(両腕)を組む、(折り)畳める,,
933,933,を植え付ける、に着手する、(自転車など)に乗る、増える,,
934,933,躊躇する、ためらう,,
935,934,(液体・気体)をポンプで送り込む、をくみ出す、を注ぎ込む,,
936,936,を超える、に勝る,,
937,937,を経験する、(手術など)を受ける、に耐える,,
938,938,に立ち向かう、 (困難などが)に立ちはだかる,,
939,939,(に)相談する、を参照する,,
940,940,を実現させる、を果たす、を満たす,,
941,941,特権、特典,,
942,942,形成、構成(物)、隊列,,
943,943,側面、局面、次元、寸法,,
944,944,ニューロン、神経単位,,
945,945,感覚、大評判,,
946,946,図、グラフ、海図、ヒットチャート,,
947,947,❲the ~❳地理、地理学,,
948,948,(専門家の)一団、討論者一同、羽目板,,
949,949,【主に米】(２学期制の)学期,,
950,950,労働人口、総労働力、全従業員(数),,
951,951,製造工場、製粉所、粉ひき機,,
952,952,乱用、虐待,,
953,953,(道徳上の)悪(⇔virtue)、欠点 ,,
954,954,運命、結末、最期,,
955,955,悲劇(的な事態)(⇔comedy),,
956,956,(予想される)筋書き、事態、脚本,,
957,957,アレルギー,,
958,958,(銃弾・刃物などによる)傷、痛手,,
959,959,❲通例~s❳抗生物質,,
960,960,ワクチン,,
961,961,隠喩、比喩,,
962,962,人々、❲~s❳皆さん、❲one's ~s❳家族,,
963,963,(乗り物の)料金,,
964,964,移り変わり、過渡期,,
965,965,最大限(⇔minimum),,
966,966,星雲、銀河、❲the G〜❳銀河系,,
967,967,鉱物、ミネラル,,
968,968,骨格、骨組み、概略,,
969,969,相当する物[人],,
970,970,脳卒中、(ボールを)打っこと、(雷などの)一撃,,
971,971,歩行者,,
972,972,(野山などの)小道、跡、手がかり,,
973,973,生態学、生態系、環境保護,,
974,974,きょうだい(の1人),,
975,975,比率,,
976,976,混合(物),,
977,977,魅力、お守り,,
978,978,(〜に対する)野望、願望(for)、野心,,
979,979,卓越した、目立つ,,
980,980,急進的な、根本的な,,
981,981,即座の、迅速な,,
982,982,形式ばらない、略式の(⇔formal 正式の),,
983,983,相互の、共通の,,
984,984,中立の、(特徴、表情などが)はっきりしない,,
985,985,警戒して、敏速な,,
986,986,時期の、磁石の、人を引きつける,,
987,987,極地の、電極の,,
988,988,流ちょうな,,
989,989,外部の(⇔internal)、対外的な,,
990,990,受動的な、消極的な,,
991,991,ひどい、嫌な、ものすごい,,
992,992,無関係の、血縁関係がない,,
993,993,残酷な、むごい,,
994,994,偽の、見せかけだけの,,
995,995,(攻撃などに)弱い、もろい、傷つきやすい,,
996,996,緊急の,,
997,997,精神の(⇔material)、霊的な,,
998,998,謙虚な(≒humble)、適度な、質素な,,
999,999,熱心な、鋭敏な、(感情・関心などが)強い,,
1000,1000,それにもかかわらず、それでもなお(≒nevertheless),,
1001,1001,交渉する、を(交渉して)取り決める,,
1002,1002,を把握[理解]する、をしっかり握る,,
1003,1003,を寄付する、(臓器・血液)を提供する,,
1004,1004,を逮捕する、を止める、 (注意)を引く,,
1005,1005,ひびが入る、にひびを入れる,,
1006,1006,を軽くたたく、(液体)を出す、を盗聴する,,
1007,1007,を分割する、分担する、分裂する,,
1008,1008,を予想[予測]する,,
1009,1009,を除外する(⇔include),,
1010,1010,を見落とす、を大目に見る、を見渡す,,
1011,1011,破裂する、(〜を)突然始める(into),,
1012,1012,(人・傷など)を治す、治る,,
1013,1013,を禁じる(⇔permit),,
1014,1014,をインストールする、を設置する、を就任させる,,
1015,1015,を減らす、減少する(≒decrease),,
1016,1016,を引き合いに出す、を引用する,,
1017,1017,を引用する、を引き合いに出す,,
1018,1018,に異議を唱える、 (を)議論する,,
1019,1019,を目立たせる、強調する,,
1020,1020,(注意など)をそらす,,
1021,1021,をだます、不正をする,,
1022,1022,を育む、を養育する、を心に抱く,,
1023,1023,に従う、に服従する,,
1024,1024,を曲げる、を屈服させる、曲がる,,
1025,1025,から(権利などを)奪う,,
1026,1026, (を)統治する、支配する,,
1027,1027,(log onで)ログオンする、を記録する,,
1028,1028,を伝える、(電波・信号など)を送る,,
1029,1029,をいじめる、を脅す,,
1030,1030,跳ぶ、さっと動く、急上昇する,,
1031,1031,を驚かす,,
1032,1032,をぞくぞくさせる、わくわくする,,
1033,1033,うなずく、会釈する、うとうとする,,
1034,1034,おじぎする、屈服する,,
1035,1035,を混ぜる、を調和させる、(〜に)溶け込む(into),,
1036,1036,を複雑にする,,
1037,1037,を投げる、倒れる、縦揺れする,,
1038,1038,続く、固執する,,
1039,1039,をささげる、を献呈する,,
1040,1040,に備えつける,,
1041,1041,前提、❲~s❳ (建物を含めた)構内、敷地,,
1042,1042,入力(情報)、投入、情報・時間などの)提供,,
1043,1043,利点(⇔demerit 欠点)、功績、真価,,
1044,1044,同情、 (〜に対する)共感(with / for),,
1045,1045,賛辞、表敬,,
1046,1046,インフラ、基本的施設、(経済)基盤,,
1047,1047,光線、ひらめき、一筋の光明,,
1048,1048,苦悩、苦痛、困窮,,
1049,1049,関節、接合(部),,
1050,1050,遠征(隊) 、探検(隊),,
1051,1051,青年,,
1052,1052,(日)陰、色合い、日よけ、微妙な相違,,
1053,1053,陪審(員団)、審査員団,,
1054,1054,倫理、道徳、❲~s❳倫理[道徳]規範,,
1055,1055,(刑)罰、罰金、ペナルティー,,
1056,1056,能力、機能、学部、教授陣,,
1057,1057,計画(≒plan)、体系、陰謀,,
1058,1058,栄養(の摂取),,
1059,1059,(微)粒子、ほんのわずか,,
1060,1060,分子、微粒子,,
1061,1061,国籍、国民、国民性,,
1062,1062,世論調査(=opinion poll)、投票(数),,
1063,1063,診療所、クリニック、(病院内の)〜科,,
1064,1064,認知症,,
1065,1065,疲労(≒exhaustion),,
1066,1066,ジレンマ、板ばさみ,,
1067,1067,【英】(順番を待つ)列(≒【米】line),,
1068,1068,(道路などの)カーブ、曲線,,
1069,1069,物語、話、(小説の)叙述部分、地の文,,
1070,1070,指紋,,
1071,1071,ファイル、(書類の)とじ込み,,
1072,1072,荒野、(庭・町などの)放置された部分,,
1073,1073,殺虫剤、除草剤(≒herbicide),,
1074,1074,パニック(状態)、狼狽,,
1075,1075,織物、布(地)、構造,,
1076,1076,空想、幻想、幻想的作品,,
1077,1077,(気まぐれな)好み、空想、思いつき,,
1078,1078,美徳(⇔vice)、長所、効能,,
1079,1079,感謝している,,
1080,1080,妥当な(⇔invalid 妥当でない)、有効な,,
1081,1081,入念な、凝った,,
1082,1082,適度な、穏健な,,
1083,1083,活動的な、精力的な、動的な(⇔static),,
1084,1084,勇敢な(⇔cowardly 臆病な)、見事な,,
1085,1085,すばらしい、才能にあふれた、きらめく,,
1086,1086,途方もない、莫大な、すばらしい,,
1087,1087,口頭の,,
1088,1088,無罪の(⇔guilty)、無邪気な、無知の,,
1089,1089,その後の,,
1090,1090,浅い(⇔deep 深い)、浅薄な,,
1091,1091,無関心な(≒uninterested),,
1092,1092,より劣った(⇔superior よりすぐれた),,
1093,1093,気まずい、ぎこちない、厄介な,,
1094,1094,肥満した,,
1095,1095,妊娠した、 (〜で)満ちている(with),,
1096,1096,親密な、密接な,,
1097,1097,中世の、時代遅れの,,
1098,1098,神聖な(≒holly)、宗教的な、厳粛な,,
1099,1099,(〜と)同時に(with) 、一斉に,,
1100,1100,(A versus Bで)A対B、AかBか,,
1101,1101,進む、進行する、(〜を)続行する(with),,
1102,1102,(人)を(環境などに)慣らす(to)、❲受け身形で❳(関心などが)(〜に)向いている(to / toward),,
1103,1103,(インターネット上の情報など)を見て回る、サーフィンをする,,
1104,1103,をろ過する、を取り除く,,
1105,1105,を縛る、を束縛する、を結びつける,,
1106,1106,(好ましくない手段に)訴える、頼る(to),,
1107,1107,を強化する、を補強する,,
1108,1108,を蓄積する、集める、積もる,,
1109,1109,と確信する、断言する、(金などを)かける,,
1110,1110,を主張する、を擁護する,,
1111,1111,を構成する、になる、に等しい,,
1112,1112,を引き受ける、を保証する、に着手する,,
1113,1113,を握る、をとらえる,,
1114,1114,(意見など)を退ける、を解雇する,,
1115,1115,薄れる、衰える,,
1116,1116,を隠す(≒hide)、を秘密にする(⇔uncover),,
1117,1117,(を)かむ、をかみ砕く,,
1118,1118,(を)飲み込む、をうのみにする、に耐える,,
1119,1119,を密閉する、に封をする,,
1120,1120,移住する、(鳥などが)渡る,,
1121,1121,(を)誇張する、を強調する,,
1122,1122,を非難する、を告訴する,,
1123,1123,消える(≒disappear),,
1124,1124,を磨く、を洗練させる,,
1125,1125,を拭く、を拭き取る、を消し去る,,
1126,1126,(を)掃く、を一掃する、さっと通過する,,
1127,1127,を誤解させる、欺く、(人)を間違った方向に導く,,
1128,1128,を台無しにする、を甘やかす、ためになる,,
1129,1129,を悪化させる、を合成する、を混合する,,
1130,1130,爆発する、急増する、を論破する,,
1131,1131,をむかつかせる、に愛想を尽かせる,,
1132,1132,通勤[通学]する,,
1133,1133,を装飾する,,
1134,1134,を延期する(≒put off),,
1135,1135,をやめる、終わる,,
1136,1136,compromise,,
1137,1137,を選出する,,
1138,1138,を取り[搾り]出す、を抜粋する,,
1139,1139,を受け継ぐ、を引き継ぐ,,
1140,1140,(人・動物・植物)を育てる(≒raise),,
1141,1141,感情移入、共感,,
1142,1142,合図、手がかり、(次の演技の)キュー,,
1143,1143,企業、事業、進取の気性,,
1144,1144,生産(高)、出力、排出(量),,
1145,1145,(米国などの)議会、会議,,
1146,1146,千年間、千年紀,,
1147,1147,人類,,
1148,1148,イスラム教徒,,
1149,1149,(動産、不動産などの)財産、私有地,,
1150,1150,地雷,,
1151,1151,用心、警告,,
1152,1152,論争,,
1153,1153,総意、(意見の)一致,,
1154,1154,小売り(⇔wholesale卸売り),,
1155,1155,繊維(質)、本質、精神力,,
1156,1156,(よい)香り、香水,,
1157,1157,(水以外の)飲み物、 飲料,,
1158,1158,栄養補助剤、サプリメント、補足,,
1159,1159,糖尿病,,
1160,1160,州、県、❲the ~s❳地方、分野,,
1161,1161,(岩や砂の)礁、暗礁,,
1162,1162,微生物、細菌,,
1163,1163,過剰、超過,,
1164,1164,美術館、画廊、観客、ギャラリー、回廊,,
1165,1165,名声,,
1166,1166,締め切り,,
1167,1167,学部学生,,
1168,1168,奴隷制度、苦役,,
1169,1169,獲物、犠牲者,,
1170,1170,散らかった状態[物]、混乱状態,,
1171,1171,不況、後退,,
1172,1172,後退、退却、(計画・決定などの)撤回,,
1173,1172,墓、❲通例 the ~❳死,,
1174,1174,コラム、(新聞などの)欄、円柱、縦(列),,
1175,1175,(集合的に)景色、背景,,
1176,1176,(小説などの)筋、陰謀,,
1177,1177,彫刻(作品),,
1178,1178,タブレット(型情報端末)、錠剤、平板,,
1179,1179,密集した、密度の高い、(霧などが)濃い,,
1180,1180,外来の、異国風の,,
1181,1181,酸性の、酸っぱい、辛辣な,,
1182,1182,苦い、つらい、辛辣な、怒りっぽい,,
1183,1183,賢明な、実用的な、顕著な,,
1184,1184,高貴な、堂々とした、高潔な,,
1185,1185,漠然とした、あいまいな、おぼろげな,,
1186,1186,(〜と)平行の(to)、類似した,,
1187,1187,張り詰めた、緊張した,,
1188,1188,垂直の(⇔horizontal 水平な)、縦方向の,,
1189,1189,原産の、先住の、(その土地に)固有の,,
1190,1190,アボリジニの、原生の、先住の,,
1191,1191,季節の、季節的な,,
1192,1192,豊富な、(〜に)富む(in),,
1193,1193,ハイブリッドの、雑種の、混成の,,
1194,1194,(〜にとって)無関係の(to)、見当違いの,,
1195,1195,ばかげた、法外な,,
1196,1196,妖精の(ような),,
1197,1197,感覚の,,
1198,1198,慢性の(⇔acute)、長引く、常習の,,
1199,1199,自発的な(⇔compulsory)、無償の,,
1200,1200,傾向がある、傾いた,,
1201,1201,を推論する、推測する,,
1202,1202,を尊敬する、を見なす,,
1203,1203,に取り組む、と(〜のことで)話をつける(about / on),,
1204,1204,危険を冒して進む、思い切ってする,,
1205,1205,(を)加速させる、促進する、加速する,,
1206,1206,(人)を慣れさせる,,
1207,1207,をおもしろがらせる、を楽しませる,,
1208,1208,繁栄する、繁茂する、を振りかざす,,
1209,1209,繁栄する、うまくいく、繁茂する,,
1210,1210,(を)クリックする、をカチッと鳴らす、カチッと音がする,,
1211,1210,をはぐくむ、を養成する,,
1212,1212,回転する、を回転させる、 (糸)を紡ぐ、,,
1213,1213,を切り抜く、を(はさみで)切り取る、をクリップで留める,,
1214,1214,を引きずる、ぐずぐずする,,
1215,1215,を投じる、に役を当てる,,
1216,1216,をまき散らす、分散する,,
1217,1217,を(…する)気にさせる(to do)、を引きつける,,
1218,1218,を引き出す、を撤回する、撤退する,,
1219,1219,あくびをする,,
1220,1220,まばたきする、点滅する、(目)をまたたく,,
1221,1221,を染める、染まる,,
1222,1222,をこぼす、こぼれる,,
1223,1223,をいらいらさせる、をひりひりさせる,,
1224,1224,を侮辱する(≒affront),,
1225,1225,を施行[実施]する、を(…に)強制する(on / upon),,
1226,1226,から(金品を)奪う,,
1227,1227,(液体)を流出させる、(液体が)流れ出る,,
1228,1228,を停職[停学、出場停止]にする、を一時的に中断する,,
1229,1229,漂う、さまよう、を押し流す,,
1230,1230,を許す、を免除する,,
1231,1231,を修正する、を改訂する,,
1232,1232,を募る、に新人を補充する,,
1233,1233,をねじる、ひねる、を歪曲する,,
1234,1234,を押しつぶす、を弾圧する、を絞り出す,,
1235,1235,をピンで留める、を突き刺す,,
1236,1236,を暴く(⇔conceal)、を発掘する,,
1237,1237,を活用する、を搾取する、につけ込む,,
1238,1238,を実行[実施]する,,
1239,1239,を統合する、融合する,,
1240,1240,を取り入れる、を法人にする、合併する,,
1241,1241,人物の紹介、横顔、輪郭,,
1242,1242,食欲、欲求,,
1243,1243,衝動、刺激,,
1244,1244,台本、筆跡,,
1245,1245,(〜周年)記念日,,
1246,1246,年金,,
1247,1247,気質、気性、機嫌、かんしゃく,,
1248,1248,皮質、樹皮,,
1249,1249,症候群、〜現象,,
1250,1250,(特定の目的の)部屋、議場、❲the ~❳議院,,
1251,1251,公共事業、公共料金、実用性,,
1252,1252,❲集合的に❳牛,,
1253,1253,(牛の)群、群衆,,
1254,1254,流動体、液体,,
1255,1255,残念なこと、哀れみ,,
1256,1256,聖職者,,
1257,1257,知人、面識、知識,,
1258,1258,子孫、子、成果,,
1259,1259,飢饉、(食糧・物資の)ひどい不足,,
1260,1260,森林伐採,,
1261,1261,刑務所、拘置所(≒prison),,
1262,1262,商品、有用なもの,,
1263,1263,書式、形式、(本などの)型,,
1264,1264,受け取る人、(臓器などの)被提供者,,
1265,1265,訓練、(反復)練習、ドリル、錐,,
1266,1266,無能、無力,,
1267,1267,共和国、共和制,,
1268,1268,戦闘、対立,,
1269,1269,(破壊された跡の)残骸、瓦礫、がらくた,,
1270,1270,病原菌(が起こす病気)、虫、盗聴器、(機械・プログラムの)欠陥,,
1271,1271,わずか(≒bit)、一部、分数,,
1272,1272,指標、索引、指数,,
1273,1273,直観(力)、直感,,
1274,1274,動機,,
1275,1275,同意、承諾,,
1276,1276,(社会の)階層制、❲the ~❳支配層,,
1277,1277,記念碑、遺跡、金字塔,,
1278,1278,❲通例~s❳資産、価値のあるもの、利点,,
1279,1279,そこそこの、きちんとした、上品な,,
1280,1280,有能な、適任の、満足できる,,
1281,1281,単純な、率直な,,
1282,1282,化粧の、美容の、うわべの,,
1283,1283,繊細な、扱いにくい、もろい,,
1284,1284,室内の、内部の(⇔exterior 外部の),,
1285,1285,透明な、明快な,,
1286,1286,美的な、美学の,,
1287,1287,故意の、慎重な,,
1288,1288,人口統計学の,,
1289,1289,有史以前の、旧式な,,
1290,1290,生まれながらの、固有の,,
1291,1291,穏やかな、(程度が)軽い,,
1292,1292,有毒な、中毒性の,,
1293,1293,恥じて,,
1294,1294,謙虚な、質素な、身分が低い,,
1295,1295,特有の、特異な,,
1296,1296,(傾斜が)急な、急激な、法外な,,
1297,1297,ささいな、取るに足りない,,
1298,1298,壮大な、見事な,,
1299,1299,無線(電信)の、ラジオの,,
1300,1300,継続している、進行中の,,
1301,1301,に自信を持って言う、を保証する,,
1302,1302,に先行する、に優先する,,
1303,1303,を復活させる、復活する,,
1304,1304,に強いる,,
1305,1305,花が咲く(≒bloom)、発展する,,
1306,1306,を怖がらせる、を脅かす,,
1307,1307,を侵害する、(規則)を破る,,
1308,1308,を抑える、を抑圧する,,
1309,1309,をだます(≒take in),,
1310,1310,を(巧みに)操る、を改ざんする,,
1311,1311,飢える、(〜を)渇望する(for)、を飢えさせる,,
1312,1312,(から)逃げる,,
1313,1313,(と)ささやく,,
1314,1314,叫ぶ、どなる,,
1315,1315,を置く、を預ける、を堆積させる,,
1316,1316,を限定する、❲通例受身形で❳閉じ込められる,,
1317,1317,を揺らす、振る、揺れる、(行動に)さっと移る,,
1318,1318,を長引かせる,,
1319,1319,を描く,,
1320,1320,の要点を述べる、の輪郭を描く,,
1321,1321,を捨て去る、 (光など)を放つ、 (涙、血)を流す,,
1322,1322,(光、音など)を出す、排出する、(信号を)送る,,
1323,1323,を更新する、(資源)を再生する,,
1324,1324,を利用する(≒make use of),,
1325,1325,を主張する,,
1326,1326,に負担をかける、を緊張させる、を漉す,,
1327,1327,努力する、争う,,
1328,1328,あえて[思い切って]…する,,
1329,1329,を誇る、(を)自慢する,,
1330,1330,をびっくりさせる(≒surprise),,
1331,1331,の気分を害する、 (に)違反する,,
1332,1332,(を)計算する、コンピューターを使う,,
1333,1333,を集める、を組み立てる、集まる,,
